SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
1018,4,1,Rural,1971,229386.64046956578
1617,4,1,Rural,1987,167164.10049179234
2916,4,3,Rural,1951,288938.7619973626
2178,4,2,Rural,1969,286441.395905965
1206,4,1,Rural,1960,196303.46488271773
1614,4,2,Rural,2006,131394.29354616167
1279,4,3,Rural,1989,99773.61475737588
2056,4,3,Rural,2012,253916.054272357
1979,4,1,Rural,1994,215701.7659095221
1952,4,2,Rural,1978,262201.968039671
1189,4,3,Rural,2014,105300.13819765995
1761,4,2,Rural,1950,224656.95819823229
1885,4,3,Rural,1953,223661.803028529
1595,4,2,Rural,2011,204049.2215747607
1009,4,1,Rural,2010,182939.72997268083
2967,4,1,Rural,2021,342956.24247386155
1743,4,3,Rural,1972,303656.68397210387
2782,4,3,Rural,1969,344451.64560706634
2354,4,1,Rural,1999,227571.65128009877
1783,4,2,Rural,1986,241832.7185532255
2790,4,3,Rural,1980,246701.3439014094
2813,4,3,Rural,1950,345380.3039801026
1706,4,1,Rural,2010,159300.97798863403
2700,4,3,Rural,1967,392163.96477340854
1449,4,2,Rural,1997,143176.14202788632
1487,4,2,Rural,2020,251662.1151683498
1367,4,3,Rural,1954,191667.9152030411
2169,4,2,Rural,1997,302116.98842609563
1453,4,2,Rural,1952,198694.5452240212
1542,4,1,Rural,2014,162042.1343300916
2542,4,3,Rural,1970,269903.21817511314
2639,4,3,Rural,1973,355463.61094287626
2317,4,1,Rural,1984,265801.91299471585
2682,4,3,Rural,2004,324686.11423324933
1165,4,3,Rural,1994,58901.76684263059
2197,4,2,Rural,1955,158513.28055009875
2100,4,1,Rural,1968,163184.60596726212
1547,4,3,Rural,1976,179013.96383465215
1901,4,2,Rural,2002,182506.00492252054
2023,4,3,Rural,1985,264296.8578200928
1923,4,3,Rural,1984,195173.72124417473
1767,4,1,Rural,1988,190034.14283411755
1088,4,2,Rural,2017,130007.05872527587
1100,4,3,Rural,1990,149156.0671440848
1290,4,3,Rural,1961,78634.83060147818
2611,4,2,Rural,1960,346887.4480108633
2130,4,3,Rural,1981,248566.58364339394
1703,4,1,Rural,1989,122166.71697322253
1588,4,3,Rural,1983,148982.2337984891
2185,4,2,Rural,1977,191111.2492241417
1396,4,1,Rural,1976,205534.61073317815
1001,4,2,Rural,1978,85583.80091735232
1178,4,1,Rural,1972,182237.04829233326
2032,4,3,Rural,2018,269953.47877065005
2258,4,3,Rural,1955,261585.88054165235
2881,4,3,Rural,1974,358244.6518752759
2855,4,2,Rural,1952,338001.7984228801
2605,4,2,Rural,2008,260216.2705067654
1993,4,3,Rural,1989,213688.93839344446
2530,4,3,Rural,2007,280679.83256554534
2998,4,1,Rural,1989,403399.4699989102
1253,4,3,Rural,2018,164124.96656189027
1727,4,2,Rural,1956,176877.1014730601
2915,4,1,Rural,1999,327750.18354663247
2441,4,2,Rural,1982,305702.2551632522
1242,4,1,Rural,1951,170437.9180936683
1920,4,2,Rural,2020,231278.2830391948
1865,4,3,Rural,1984,264011.4780324937
1326,4,1,Rural,2017,178719.39784744816
2003,4,3,Rural,1961,258689.73967051395
2699,4,3,Rural,2000,272005.465105787
1538,4,3,Rural,1991,272841.6002355525
2062,4,1,Rural,2018,313093.2575447151
1688,4,2,Rural,1963,222316.36272362192
2194,4,1,Rural,1997,291548.99221754674
1005,4,2,Rural,2001,146685.05535569793
1896,4,3,Rural,1975,174729.0084438561
1876,4,1,Rural,1954,271316.6052825517
1908,4,1,Rural,1978,166523.47457072386
2816,4,1,Rural,1967,295918.18528936745
1424,4,2,Rural,1986,180322.2348370869
1857,4,2,Rural,2011,248176.46778341406
1996,4,3,Rural,1961,282230.0494615442
2205,4,1,Rural,1993,228524.63592443836
1985,4,3,Rural,2002,173296.07625484798
1684,4,1,Rural,1950,212224.50548902364
2172,4,3,Rural,1998,257632.12394611095
2490,4,1,Rural,1956,220612.80301561003
2267,4,1,Rural,1986,279575.20191925456
1353,4,2,Rural,1995,91307.65034268657
1827,4,1,Rural,2016,224626.74235976755
2784,4,3,Rural,1992,267248.2916178104
2390,4,1,Rural,2018,179711.2286817016
1731,4,2,Rural,1998,167090.2158646159
2633,4,3,Rural,2009,249039.12176839326
1614,4,2,Rural,2009,256815.48014114605
1335,4,2,Rural,1964,158359.57637688267
2768,4,2,Rural,1954,301050.5879316056
2703,4,1,Rural,1966,249220.62797658503
2179,4,3,Rural,2021,137307.48521721904
2003,4,1,Rural,2018,209458.43410319704
1207,4,1,Rural,1984,108024.60448204917
1268,4,3,Rural,2012,178871.15134886294
2787,4,3,Rural,2014,322498.0427945697
1412,4,3,Rural,1997,161708.8300127813
1190,4,2,Rural,1976,178702.65681699198
1814,4,3,Rural,1980,229355.5036612393
1725,4,2,Rural,2001,182606.1211470483
1602,4,3,Rural,1951,124359.06997704599
2824,4,3,Rural,1993,250917.55171990066
2491,4,1,Rural,1999,220567.753440374
2945,4,1,Rural,1991,285641.6667952838
1550,4,3,Rural,2008,215983.79936290317
1002,4,2,Rural,1993,148527.45747598127
2886,4,1,Rural,1997,387646.0688701097
1742,4,2,Rural,1984,272173.23264154507
1599,4,3,Rural,2006,264461.5135491466
1161,4,2,Rural,2012,134498.44037002322
2839,4,3,Rural,2001,287182.3450853801
1198,4,1,Rural,1951,128464.43546351447
1216,4,1,Rural,1950,114763.58475597207
1966,4,3,Rural,1993,193818.02637507633
1750,4,2,Rural,1963,238978.09678803402
2393,4,2,Rural,2003,224573.9332988843
2711,4,3,Rural,1975,254988.3839491882
2104,4,3,Rural,2018,297224.4464552478
1805,4,3,Rural,1994,217854.43638138883
2471,4,2,Rural,1985,358543.08679344907
1368,4,2,Rural,2000,144415.60603357025
2417,4,2,Rural,1988,343294.9575148169
2311,4,3,Rural,1979,272837.4442669656
1646,4,1,Rural,1989,207228.0439254397
2308,4,2,Rural,1992,307117.5021559591
1222,4,1,Rural,2020,133800.3827866347
2150,4,2,Rural,1951,229339.78065914835
2067,4,1,Rural,1957,269113.30351196456
1518,4,2,Rural,1986,139348.24840543198
2610,4,1,Rural,1958,340898.22629550484
1954,4,1,Rural,1965,170661.24383582384
2520,4,3,Rural,1995,347482.24644304847
1752,4,3,Rural,1992,238368.72571149922
1731,4,3,Rural,1978,285012.87341135
2493,4,1,Rural,1984,315068.5696527917
1736,4,3,Rural,1973,295825.2481563079
1862,4,2,Rural,1957,244713.13208269965
1314,4,3,Rural,1982,79139.45525417096
2100,4,3,Rural,1978,192138.35126438623
2300,4,1,Rural,2008,275484.42707949894
2128,4,3,Rural,1974,271629.4405182929
2705,4,2,Rural,1977,220474.4979146719
1647,4,1,Rural,2004,206442.62282487573
1760,4,2,Rural,2018,174815.79435755746
2425,4,3,Rural,2021,322572.5565535542
1124,4,3,Rural,1985,184634.04317577113
2001,4,2,Rural,1985,227687.09425565627
2053,4,2,Rural,1990,151160.6008347909
1447,4,2,Rural,1988,192622.87514320837
1611,4,1,Rural,2005,92918.73979940986
2138,4,2,Rural,2014,252778.31516597854
1390,4,3,Rural,1983,253685.1395304497
2289,4,2,Rural,2002,240274.2138039586
1398,4,1,Rural,1950,136804.96196055796
1854,4,2,Rural,1990,162489.516502224
2164,4,1,Rural,2019,246115.19299542133
2969,4,1,Rural,1961,310618.2615792402
2246,4,2,Rural,1951,282664.31475366955
2322,4,1,Rural,1974,230301.75266391278
1170,4,3,Rural,2018,72005.02148444903
1557,4,1,Rural,2015,277103.28147335415
2889,4,1,Rural,2015,306999.82803829183
2899,4,2,Rural,1967,275795.5853038132
1501,4,2,Rural,2002,191706.25106540928
1008,4,2,Rural,2021,66742.96306765256
2002,4,2,Rural,1990,257868.58455649082
1454,4,1,Rural,1960,86549.35564789959
2985,4,2,Rural,2014,377740.3059585958
1577,4,2,Rural,2004,162018.91283224738
2358,4,1,Rural,2007,265311.10197645094
1983,4,3,Rural,1981,232887.24092368264
1830,4,2,Rural,1996,157983.91924993947
2278,4,3,Rural,2004,265968.1348565647
1411,4,3,Rural,2000,243365.67158973255
1447,4,1,Rural,1972,164162.1135658415
1676,4,2,Rural,1955,158130.94229693085
2674,4,3,Rural,1971,269840.46404883236
1707,4,1,Rural,2020,205587.531270926
2644,4,1,Rural,1956,278170.60104027
2041,4,2,Rural,1955,214298.05985734245
2299,4,3,Rural,1964,316003.8326255036
2078,4,3,Rural,2013,223538.16900772168
2812,4,1,Rural,1956,363736.33566284575
1740,4,2,Rural,1976,198628.2860877969
1029,4,3,Rural,2012,45121.54512339384
2540,4,1,Rural,1993,266747.91250723804
2587,4,3,Rural,2001,197021.92005090346
2344,4,3,Rural,1975,268138.11193755484
2794,4,1,Rural,2011,252701.9257618471
1948,4,3,Rural,1976,142073.1415550927
1499,4,2,Rural,1999,162471.4349264364
2164,4,2,Rural,2005,168509.7897499387
2971,4,1,Rural,1972,311644.53354904056
2811,4,3,Rural,1998,297728.1714350359
2749,4,2,Rural,2013,293646.4254788412
1448,4,1,Rural,2002,78120.75688043746
2383,4,2,Rural,2009,246806.53642359097
2550,4,1,Rural,1955,295398.49330097425
1736,4,2,Rural,2005,117575.24034294063
2595,4,2,Rural,1972,322883.7098398399
1850,4,3,Rural,1985,253922.7006667967
1525,4,2,Rural,1954,113021.46299571576
2310,4,1,Rural,1982,267663.5678123424
1292,4,2,Rural,2019,157342.75968785508
2091,4,1,Rural,1980,308683.88442554726
1261,4,3,Rural,1954,223046.57159540558
2448,4,3,Rural,2020,175998.60082383957
2228,4,3,Rural,2007,197926.43844003172
2624,4,3,Rural,1958,312527.07885605044
2979,4,1,Rural,2011,337381.73496235255
2907,4,3,Rural,1999,255983.28005394703
2515,4,1,Rural,1986,235567.0419575419
2642,4,1,Rural,1985,264383.70023409504
2012,4,3,Rural,2015,235887.87416653332
1476,4,3,Rural,1955,94188.89170116464
1844,4,1,Rural,2005,242322.1083168129
1983,4,2,Rural,2007,156136.80145459232
1856,4,1,Rural,1985,155396.38361453387
2369,4,3,Rural,1952,201648.45996627532
1018,4,2,Rural,1995,117242.67922194209
1801,4,3,Rural,1990,106733.13210001723
1544,4,1,Rural,1997,98476.28349045264
2398,4,1,Rural,1958,266834.1959186738
2722,4,1,Rural,1973,315803.92316417303
1629,4,2,Rural,1953,112851.17441132502
1660,4,2,Rural,2004,114999.4068286446
1105,4,2,Rural,2019,135792.1063729965
2868,4,1,Rural,2012,327570.4310587347
2337,4,3,Rural,1958,258330.54881533777
1084,4,1,Rural,2020,225343.95134287485
2352,4,3,Rural,1988,255042.07861492885
2620,4,1,Rural,1951,180781.44410032837
2302,4,2,Rural,1966,260967.40739227715
1461,4,1,Rural,1982,118562.09721959106
1732,4,1,Rural,2020,225430.02170238833
1161,4,3,Rural,1973,164236.729388546
1447,4,3,Rural,1959,82523.96573750136
1077,4,3,Rural,1985,111298.54383614444
1720,4,2,Rural,1998,175868.0588384741
1956,4,1,Rural,1993,161662.1931912784
2552,4,1,Rural,1979,274438.3317836182
1343,4,1,Rural,2007,198192.2517961169
2184,4,1,Rural,1981,201852.8624024439
2404,4,1,Rural,1990,251186.3242145517
1823,4,2,Rural,1981,250261.64373368304
2962,4,1,Rural,1994,348104.50024631445
1121,4,3,Rural,2006,67142.02336943393
1249,4,3,Rural,1980,215178.1795806929
1355,4,1,Rural,1978,158556.3829866355
2675,4,1,Rural,1983,405746.420906172
2145,4,1,Rural,2020,208566.31310927888
1693,4,3,Rural,1952,226980.51071507222
1179,4,3,Rural,1977,187190.0722804013
1330,4,1,Rural,2021,163099.18443513257
1393,4,3,Rural,1964,204251.14975362542
1594,4,2,Rural,1982,204826.4726355285
2867,4,2,Rural,1991,306479.6860510612
1623,4,2,Rural,1961,104106.30431295378
2121,4,1,Rural,1957,266015.4581915961
2434,4,3,Rural,1975,264064.6229764758
1259,4,1,Rural,1950,184975.54309034845
2561,4,2,Rural,1952,189677.13551877596
2396,4,2,Rural,1954,280711.6300832291
1903,4,2,Rural,1962,252902.24540820403
1855,4,1,Rural,1977,241021.25627178416
1110,4,3,Rural,1969,115573.48784133593
1077,4,2,Rural,1971,177203.3673646939
2482,4,1,Rural,1983,245308.3908855594
2963,4,1,Rural,2000,366233.56529545825
1300,4,3,Rural,1969,152473.25703888398
1148,4,3,Rural,1965,220468.12209475914
2822,4,2,Rural,2003,300384.2596613067
2450,4,3,Rural,1974,271046.48520518234
1032,4,1,Rural,1968,192915.93500761938
1246,4,2,Rural,1981,36137.41522394442
2647,4,1,Rural,1955,299299.0077055594
2361,4,3,Rural,1957,220399.75510615524
1563,4,3,Rural,1953,208051.7476354865
1593,4,3,Rural,1951,245671.44226891638
1677,4,2,Rural,2019,243813.29241149971
2398,4,1,Rural,1975,299631.82379593415
2787,4,2,Rural,1960,278201.5621981332
1528,4,3,Rural,1972,192763.09078673646
2206,4,3,Rural,1952,239594.75237571285
1007,4,1,Rural,1976,103708.5852668215
2865,4,3,Rural,1990,396933.0890761996
1748,4,2,Rural,2004,188386.4967204368
1692,4,3,Rural,1962,97392.41411272617
1201,4,1,Rural,2007,162821.61652075005
1309,4,2,Rural,1968,141680.7988637832
1503,4,2,Rural,2003,195525.52687926457
1262,4,3,Rural,1990,117314.21005956078
1166,4,1,Rural,1961,125085.87271758613
1082,4,2,Rural,1963,206831.3864242463
1980,4,3,Rural,2010,184497.14307608057
2935,4,1,Rural,1992,261729.04257196884
1798,4,2,Rural,1977,220967.10707979326
1210,4,2,Rural,1981,183191.6861786286
2086,4,2,Rural,2000,135262.96754197418
2470,4,2,Rural,2004,242039.15363146397
1262,4,2,Rural,2015,86432.50541311069
1668,4,2,Rural,2009,272866.0820525172
1169,4,2,Rural,1965,125472.60670182419
1137,4,1,Rural,2021,121990.67804467955
1005,4,3,Rural,2009,94184.04512712423
2362,4,2,Rural,1950,205964.56845812793
2492,4,1,Rural,1970,268192.3448546793
2000,4,1,Rural,1960,217291.75993511808
1013,4,2,Rural,1988,18809.458694486253
1294,4,2,Rural,1969,108549.60167512324
2239,4,2,Rural,2011,229069.80840924513
2007,4,2,Rural,2019,164991.63382162811
2767,4,2,Rural,1951,220006.34467052977
2279,4,1,Rural,1991,335554.65306735877
2740,4,2,Rural,1961,174886.99564926204
1650,4,3,Rural,1976,191571.32545689476
1517,4,3,Rural,1983,182851.50479490682
1813,4,1,Rural,1996,232210.9274012488
1882,4,3,Rural,1986,213007.98398954087
2859,4,1,Rural,2019,251854.5949616162
1491,4,2,Rural,1951,161313.38978321792
2208,4,1,Rural,1959,331666.4194409263
1391,4,3,Rural,1962,174438.26598900103
2223,4,3,Rural,1969,280934.4784779237
2742,4,1,Rural,1983,297286.36595205404
2140,4,1,Rural,2000,206064.3388152385
1587,4,2,Rural,1954,197257.14654386477
2011,4,1,Rural,2000,199060.6414223432
2111,4,2,Rural,1952,197190.68672623354
1050,4,1,Rural,1954,134760.8292128977
1997,4,1,Rural,2013,133969.4440065467
2989,4,1,Rural,1985,292690.4058307865
2500,4,2,Rural,1975,265912.05668922473
1080,4,2,Rural,1978,175924.1139867605
1189,4,2,Rural,1981,122107.92487749443
1167,4,3,Rural,1973,203729.89725526344
2184,4,1,Rural,1971,202761.93357106592
1305,4,3,Rural,2004,214659.8504342397
1954,4,3,Rural,1959,200873.39017311533
2619,4,2,Rural,1986,309450.6841284937
2775,4,1,Rural,1964,281122.1965825335
2255,4,1,Rural,1980,258523.32930810194
1399,4,3,Rural,2020,169719.7576455464
2405,4,3,Rural,1971,346027.2287020783
2426,4,1,Rural,1953,315959.06916723226
1099,4,3,Rural,1995,107875.37793806079
2941,4,2,Rural,1985,293646.37838143855
2302,4,3,Rural,1953,233663.52926044393
1525,4,1,Rural,2005,217238.71343410396
1523,4,3,Rural,2001,214961.90037584878
2782,4,2,Rural,1960,269486.92218093155
2216,4,2,Rural,2016,308566.09447333904
2553,4,2,Rural,1990,313370.70056129794
2011,4,1,Rural,1977,85429.88728401856
2561,4,2,Rural,1968,199245.60127476894
1280,4,2,Rural,1955,197106.4150544235
1650,4,2,Rural,1961,217000.32687041874
2066,4,1,Rural,1995,181948.07860833904
2495,4,1,Rural,1990,202816.86424621302
1574,4,2,Rural,1988,251017.00883032277
2628,4,2,Rural,1994,282537.1744524533
2863,4,1,Rural,1970,303991.2319615382
2907,4,1,Rural,2002,308938.6487498986
2617,4,3,Rural,1973,319803.3980831513
2746,4,2,Rural,1951,308056.77632412687
1231,4,3,Rural,1970,145788.90652175687
1357,4,1,Rural,1957,199216.8410085701
2822,4,3,Rural,1997,286218.9235515722
1670,4,2,Rural,1973,254945.30392049986
2321,4,3,Rural,1977,229050.92894391718
1898,4,2,Rural,2012,323369.30366405053
2151,4,1,Rural,1963,310883.5284510729
2722,4,2,Rural,1968,309709.6088275334
1246,4,3,Rural,2000,181705.50824421662
2383,4,3,Rural,2019,176069.78160318683
1980,4,3,Rural,1979,167616.01030780544
2468,4,2,Rural,1971,322451.8332194715
1100,4,3,Rural,1989,99542.25900911578
2213,4,1,Rural,2019,220374.01992393582
1657,4,3,Rural,2013,149433.60434624762
2308,4,2,Rural,1982,225988.39724202175
1895,4,1,Rural,1957,277211.0680832452
2714,4,1,Rural,1959,433777.248551289
1906,4,1,Rural,1992,242634.77443237018
2517,4,2,Rural,1983,188555.27628410837
1542,4,3,Rural,1993,255537.36242271663
1827,4,2,Rural,1956,212029.4650728389
2438,4,3,Rural,2004,296945.7041793192
1182,4,1,Rural,1974,250858.30144694817
2491,4,3,Rural,1997,329354.03493840515
2640,4,1,Rural,2003,361730.52342107706
2325,4,3,Rural,1994,312100.34691864403
1569,4,3,Rural,2003,213412.36240335612
2059,4,3,Rural,1973,231936.66917327102
2718,4,2,Rural,1994,315775.6239828877
2686,4,3,Rural,1998,334312.7393345926
1465,4,3,Rural,2019,209244.09176231362
1299,4,2,Rural,2000,142662.92975031552
1563,4,3,Rural,1994,233783.2774652621
1515,4,2,Rural,1985,162906.98714841536
2774,4,1,Rural,1966,235094.9909200472
2691,4,3,Rural,1956,303825.3474694672
2063,4,2,Rural,2001,249452.81859430595
1188,4,1,Rural,1950,62989.080912721736
2803,4,2,Rural,2006,286679.412835588
1740,4,1,Rural,2017,274806.2527956894
1455,4,3,Rural,1970,115810.51598607216
1979,4,3,Rural,1978,201259.48587300038
2081,4,1,Rural,1971,268081.83223553933
2762,4,2,Rural,1968,330054.7937577745
2647,4,3,Rural,1952,240915.36030009633
2471,4,2,Rural,1988,283421.16287028714
1795,4,3,Rural,1960,178209.18568170661
2133,4,1,Rural,1959,249824.1109073348
2916,4,3,Rural,1952,299037.5114455061
2567,4,1,Rural,1970,287810.411362361
1319,4,2,Rural,1951,170411.25950043625
2021,4,1,Rural,1976,254827.0074948498
2036,4,2,Rural,1984,261685.93104570685
2138,4,3,Rural,2018,277786.6638470492
1310,4,2,Rural,2000,166579.9532470729
1761,4,2,Rural,1997,236474.39415610785
2035,4,2,Rural,2019,314026.718855168
1348,4,1,Rural,1978,174379.3141502329
1252,4,2,Rural,1969,156976.04128570826
1094,4,1,Rural,1968,115849.61664759947
2774,4,2,Rural,1977,230241.68921034393
2420,4,3,Rural,1999,336444.60072761687
1185,4,2,Rural,1974,187171.74816090663
1793,4,2,Rural,1952,238703.61932186555
1458,4,3,Rural,2021,249104.108140913
1456,4,3,Rural,2005,140388.32896908716
2976,4,2,Rural,1979,345766.1547473675
2133,4,3,Rural,1974,248032.64675735368
1161,4,1,Rural,2000,254042.2669688309
1756,4,1,Rural,1972,292406.2403437762
2987,4,3,Rural,1953,324779.70728922525
1361,4,1,Rural,2003,238284.63211386776
1964,4,1,Rural,1973,305713.28075883887
1163,4,1,Rural,1991,83184.8426579757
1940,4,2,Rural,1962,226628.11123008037
2734,4,3,Rural,1984,266967.34196072136
1412,4,1,Rural,2000,177193.75618025046
2174,4,3,Rural,2021,124899.53603447849
2391,4,3,Rural,2009,323272.4293077918
2246,4,1,Rural,2003,259779.46745804418
2244,4,3,Rural,1971,158533.52869991912
1265,4,3,Rural,1953,114105.80649859877
1072,4,3,Rural,1961,106746.5947722719
1371,4,1,Rural,1994,175883.96497756662
1419,4,2,Rural,1951,104072.9961728125
2125,4,1,Rural,1961,271646.30777477555
1759,4,3,Rural,1977,206684.12089796207
1740,4,1,Rural,1991,191680.52944261348
1396,4,2,Rural,1996,247997.73411607242
2797,4,2,Rural,2011,285615.8824911076
2235,4,1,Rural,1993,349157.48727112834
1375,4,2,Rural,1956,163650.55559864125
2076,4,1,Rural,1976,225477.13709225465
1585,4,3,Rural,1953,125088.152818655
1218,4,1,Rural,1993,137714.38948066445
2806,4,1,Rural,1981,273954.2781068554
2713,4,1,Rural,1988,267651.65249471617
2503,4,3,Rural,1998,209064.3030974414
1178,4,3,Rural,2016,52587.531170698334
2408,4,3,Rural,1975,321580.1053831328
2411,4,1,Rural,1993,251397.61216886705
2747,4,1,Rural,1972,335748.1860528146
1538,4,2,Rural,1950,176984.82265538358
1079,4,3,Rural,2003,121652.205464024
1446,4,3,Rural,1992,120035.95438523604
1502,4,1,Rural,1982,245056.52529914907
1095,4,1,Rural,1980,162149.96275665078
2283,4,1,Rural,1991,268257.89065806364
1981,4,2,Rural,2010,236053.54730138349
2390,4,1,Rural,1968,172082.54183408158
1527,4,3,Rural,2003,222100.59475161156
2380,4,2,Rural,2005,326145.5268580273
2878,4,1,Rural,1958,331099.6175328095
1877,4,2,Rural,1996,217907.7404707533
2369,4,3,Rural,1979,232695.9107847658
2883,4,1,Rural,1968,280058.60279989545
1885,4,1,Rural,1964,225601.73135631054
1912,4,3,Rural,1991,235308.04016692552
1295,4,1,Rural,2018,115305.90834632791
2403,4,3,Rural,1964,355321.39211464627
2979,4,2,Rural,1987,293499.0146014254
1560,4,3,Rural,1996,129201.73910426037
2300,4,3,Rural,1962,254546.3092468056
2046,4,3,Rural,1998,292892.0462181236
2818,4,2,Rural,1993,312591.4841394515
2220,4,1,Rural,1986,205393.755413423
2783,4,1,Rural,1980,347186.64365115436
1054,4,1,Rural,2001,152853.80172290688
2468,4,3,Rural,1966,341245.92749214056
2834,4,1,Rural,2020,289072.3924131595
2231,4,3,Rural,1971,277196.06237426546
2475,4,1,Rural,1985,249455.73075352298
1372,4,2,Rural,2005,235742.25169452676
2124,4,3,Rural,1977,223778.4996389517
2815,4,1,Rural,1991,373953.04654350854
1206,4,3,Rural,2015,107007.82605441204
2628,4,1,Rural,2012,293460.33431388607
1538,4,2,Rural,1979,217797.51767289746
1155,4,1,Rural,1957,82669.77301699325
2211,4,1,Rural,2012,262074.21969973872
2460,4,1,Rural,2000,264425.177385864
2306,4,1,Rural,2020,259963.8495770087
2861,4,1,Rural,1954,351995.4768633829
2350,4,2,Rural,1982,270300.68859392416
2802,4,1,Rural,2012,252270.63973120545
2426,4,1,Rural,1960,288538.2826999097
2235,4,2,Rural,2019,235520.7571736811
1530,4,1,Rural,1992,165580.5874923897
1417,4,2,Rural,2016,117434.1663561055
2641,4,3,Rural,1991,273736.5533746087
1406,4,2,Rural,2017,149297.80528753652
2023,4,3,Rural,1977,230835.21648982842
2454,4,3,Rural,1955,233977.6686507467
2358,4,3,Rural,1973,285478.3142035451
1075,4,3,Rural,2020,136036.33911183075
1409,4,3,Rural,2016,132230.95433290623
1751,4,2,Rural,1963,226354.86849455594
1017,4,2,Rural,1959,137325.08725932252
2531,4,1,Rural,1978,312792.1179140788
1848,4,2,Rural,2012,260023.1707391579
1303,4,3,Rural,1999,122214.32321428964
2360,4,1,Rural,2005,227391.17329425018
1721,4,1,Rural,1990,264132.4477671725
2826,4,3,Rural,2007,324527.1112226559
1440,4,2,Rural,1985,214944.55252277703
2277,4,2,Rural,1965,246214.1820772341
2124,4,3,Rural,2003,235544.96314896195
2746,4,3,Rural,2011,243721.06644400378
1368,4,3,Rural,1978,219083.90035083058
2659,4,3,Rural,1973,293191.64442404103
2525,4,3,Rural,1964,274818.1273626253
2699,4,1,Rural,2010,319870.22023290035
1717,4,1,Rural,1991,78476.93189444368
1532,4,2,Rural,2014,271308.8691216733
1301,4,3,Rural,1995,284844.501890717
1639,4,3,Rural,1968,147825.35787825804
1670,4,3,Rural,1999,130603.74299891811
2740,4,1,Rural,2006,387959.9838325608
1188,4,3,Rural,1982,148743.4290738759
1665,4,3,Rural,1955,227452.2180515463
1269,4,2,Rural,1955,214064.7501083197
1925,4,3,Rural,1976,181121.29556124937
1559,4,3,Rural,2020,140009.43188008247
2320,4,3,Rural,2020,323958.13996067294
1425,4,2,Rural,1986,191841.0777443686
1168,4,3,Rural,2009,175741.25807126283
1514,4,2,Rural,2003,182604.23302614686
2117,4,1,Rural,1952,213021.40003405468
1197,4,1,Rural,1971,220029.75117785024
1668,4,2,Rural,1982,249563.65859689628
2857,4,1,Rural,1961,340966.93281385995
1021,4,2,Rural,1987,163396.9498590668
2764,4,3,Rural,2012,296736.7915383766
2256,4,1,Rural,2001,244064.82439597932
1570,4,1,Rural,1983,250236.92505456507
1954,4,3,Rural,2007,210331.46134369026
1192,4,1,Rural,2021,184293.60242340332
1286,4,2,Rural,1951,178792.1044962951
1924,4,2,Rural,1988,357360.8833348851
1368,4,3,Rural,1975,313496.342727048
2497,4,1,Rural,1965,254380.0047226683
1744,4,1,Rural,1990,290097.7407929218
2054,4,3,Rural,1979,248115.20370022
2394,4,1,Rural,1986,249769.35623517926
2254,4,3,Rural,1964,310765.89787898626
2917,4,2,Rural,1996,311084.6178663685
2055,4,3,Rural,1963,243779.46689903582
2105,4,3,Rural,1961,286440.44756827026
2885,4,2,Rural,1966,322511.3442693806
1305,4,3,Rural,2014,224431.2651811227
2973,4,1,Rural,1988,329479.912063537
2317,4,3,Rural,2018,219852.27552112145
1340,4,3,Rural,2018,200058.80278620424
2241,4,1,Rural,1989,259655.36400357002
1882,4,2,Rural,1963,187246.9600853438
1086,4,1,Rural,2004,184783.3399639281
1223,4,1,Rural,1997,141728.77106594358
1038,4,3,Rural,2015,87125.75359398128
2560,4,1,Rural,1954,323562.8435614352
1735,4,2,Rural,1995,247472.17466027584
2447,4,3,Rural,2010,224410.04814073618
2869,4,2,Rural,1953,370882.95047855773
2873,4,1,Rural,1964,253834.0004277326
1806,4,1,Rural,2003,211911.37111140398
2985,4,3,Rural,1990,360298.6004812923
1331,4,3,Rural,1991,82262.15684944642
1945,4,3,Rural,1957,349159.3295385224
2603,4,3,Rural,1987,326795.67717570707
1356,4,3,Rural,2012,108983.78501788861
2923,4,2,Rural,1972,310955.63645647455
2968,4,2,Rural,1953,404504.76645625226
1955,4,1,Rural,2019,182542.92090711696
1706,4,2,Rural,1955,230524.0485031603
1104,4,2,Rural,2011,75598.22827742714
2325,4,3,Rural,1957,270205.632929387
2058,4,3,Rural,1959,202561.03093596466
1013,4,3,Rural,2018,23805.502000274384
2460,4,3,Rural,1988,256332.03176179982
2221,4,1,Rural,2001,220367.26460257694
1404,4,3,Rural,1992,145017.7881464615
2958,4,2,Rural,2005,336077.3043082338
2589,4,1,Rural,1998,289708.856495106
2535,4,1,Rural,2017,250913.64182144438
1807,4,1,Rural,1999,291145.7990764287
1347,4,3,Rural,2004,158592.51408572384
1401,4,1,Rural,1961,143422.9894472491
2448,4,3,Rural,1973,233941.3708070965
2003,4,2,Rural,1983,172624.6557154165
1315,4,1,Rural,1996,152941.21905506693
2162,4,2,Rural,1956,284764.96064941003
2213,4,1,Rural,1962,240907.1675708046
2333,4,1,Rural,2013,225839.30290019413
2099,4,1,Rural,1982,205188.06915532978
1147,4,3,Rural,2009,218397.294658857
2292,4,1,Rural,1970,322187.0756290901
2128,4,2,Rural,1984,253785.62253515
2879,4,1,Rural,1970,361526.25539826526
2762,4,1,Rural,1964,286604.8895816567
1638,4,3,Rural,1992,258492.1449138738
1435,4,3,Rural,1974,173934.2074859354
1164,4,2,Rural,2014,58221.2540161574
