SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
2808,5,1,Rural,1983,345894.3652586652
2732,5,3,Rural,1966,376249.7924596013
2344,5,3,Rural,1977,313506.3558343526
2051,5,2,Rural,1958,240834.6759176022
2713,5,3,Rural,1956,267469.657501498
2018,5,3,Rural,2001,174408.25713981656
1248,5,2,Rural,2000,140937.15329238333
1691,5,1,Rural,2000,170643.97448640197
2723,5,3,Rural,1961,208983.48345074547
1016,5,3,Rural,1985,82544.53077827016
1117,5,2,Rural,1980,82478.4523743006
2578,5,2,Rural,1991,301028.356139406
2549,5,1,Rural,1968,278339.551268078
2185,5,3,Rural,1951,302541.50540250563
2512,5,2,Rural,1975,408552.25343814486
1229,5,2,Rural,1999,191019.58169928764
2293,5,1,Rural,2000,266043.1966649844
2658,5,3,Rural,1974,232466.4707598833
1289,5,1,Rural,1988,151597.63530803417
1012,5,1,Rural,2009,196369.04112347623
2916,5,3,Rural,1979,337567.17798777064
1871,5,3,Rural,1977,262528.06000299426
1212,5,3,Rural,1973,255070.21807827253
1153,5,2,Rural,2003,179937.02510097076
2924,5,3,Rural,1967,264427.543626161
2953,5,3,Rural,2012,398223.1285110407
1809,5,2,Rural,1960,203944.65966866323
2664,5,2,Rural,1994,244528.08900886113
2129,5,3,Rural,2021,243177.0381709813
1985,5,1,Rural,1983,204292.61075007427
1505,5,3,Rural,1977,205692.33492441624
1617,5,1,Rural,1951,178048.271085787
1306,5,1,Rural,1973,171473.66332542818
1633,5,2,Rural,1985,168466.3105754887
2245,5,2,Rural,1950,176090.1722979641
1134,5,1,Rural,1983,106768.54395966661
1078,5,1,Rural,2015,147535.9080041487
2552,5,2,Rural,2014,313443.80215332145
1203,5,1,Rural,1976,149202.37164131057
2737,5,3,Rural,1966,291470.61940521764
1057,5,3,Rural,1970,105160.04285973168
1521,5,3,Rural,2018,199809.37136776382
1604,5,2,Rural,2007,216761.79797075648
2760,5,1,Rural,2020,317697.59960579296
2384,5,1,Rural,1986,321351.9317009369
2211,5,1,Rural,2001,286366.2616355626
2165,5,2,Rural,2009,340572.5111844969
1598,5,1,Rural,1983,153598.89413057637
2145,5,1,Rural,1951,277145.46158310847
2566,5,1,Rural,1994,364368.2669917368
2235,5,3,Rural,1998,285133.05534370826
1329,5,3,Rural,1975,202325.84180798556
2782,5,1,Rural,2000,342897.6072968777
2962,5,2,Rural,1961,367548.0887032853
2319,5,2,Rural,1974,243668.07018556172
2092,5,3,Rural,1979,253839.01170194874
2784,5,1,Rural,1955,331424.6570037675
2426,5,2,Rural,2015,270217.56442556065
1061,5,2,Rural,2009,165556.16883670687
1096,5,1,Rural,2011,227145.66373820583
1197,5,1,Rural,1969,232349.5203909462
2600,5,1,Rural,2008,231447.9446885361
2644,5,3,Rural,2020,289846.5805055787
2491,5,1,Rural,1968,381370.06429517304
1888,5,3,Rural,1998,135131.1399682467
2500,5,2,Rural,1967,298731.5664943789
2796,5,1,Rural,1963,342464.924774191
2168,5,2,Rural,1976,275758.4304520016
1350,5,1,Rural,1952,114075.81794049923
2648,5,2,Rural,1962,317922.29678652633
1993,5,3,Rural,1986,244870.6061445781
2431,5,1,Rural,1971,263481.0382953737
2054,5,3,Rural,1986,186000.94455031058
1299,5,3,Rural,2008,95320.57818749068
1399,5,2,Rural,2006,170665.1618825166
2556,5,3,Rural,2002,352004.2242487698
1020,5,2,Rural,1964,144367.7436174483
1874,5,3,Rural,2014,159777.33913607392
1425,5,1,Rural,2018,132634.54583894776
2725,5,1,Rural,2009,293392.10322905134
1005,5,1,Rural,1967,180080.64671721973
2110,5,2,Rural,2003,194197.12258101007
1029,5,3,Rural,1997,115126.07284264447
1021,5,3,Rural,1995,139005.9409816102
2811,5,3,Rural,1988,297154.8037622449
2324,5,1,Rural,2007,364614.99832230643
2637,5,1,Rural,1961,272744.83004734566
1085,5,3,Rural,2007,96521.12526143067
2135,5,3,Rural,2008,198322.41686973497
2357,5,1,Rural,1991,317845.9856983549
1483,5,3,Rural,1969,133119.88998765888
1151,5,3,Rural,2013,133317.3503585881
2763,5,1,Rural,1976,324711.3422927205
1689,5,1,Rural,1982,157798.895092386
1285,5,2,Rural,2010,161463.92428107883
2733,5,3,Rural,1950,235746.44506904262
2172,5,2,Rural,2000,272438.7021135977
2246,5,1,Rural,1994,261065.4365166752
2465,5,2,Rural,1951,188656.8028452344
2686,5,2,Rural,2017,272063.5704317799
1750,5,1,Rural,2012,300102.6882411377
2285,5,3,Rural,1988,314070.32035616855
2090,5,3,Rural,2001,260522.3698401704
2597,5,3,Rural,2010,204405.69420130763
2563,5,3,Rural,1995,275324.4278305597
1037,5,3,Rural,2002,124399.99489206815
1244,5,1,Rural,1990,89925.70749707488
1760,5,1,Rural,1957,316975.2696393849
1826,5,2,Rural,1988,187293.0399091623
2067,5,3,Rural,2001,257371.42448544136
2455,5,3,Rural,2015,198093.60445608426
2036,5,3,Rural,2014,259166.1688482083
1121,5,1,Rural,2012,132963.33552033248
1922,5,2,Rural,2001,293199.51151852356
1049,5,2,Rural,1983,66732.20729610191
2089,5,2,Rural,1955,182730.0692761368
1598,5,2,Rural,1992,170633.95356600126
1030,5,3,Rural,1964,138525.6228967407
1667,5,1,Rural,1979,142643.94554875343
2953,5,3,Rural,2020,351559.020945399
2053,5,3,Rural,1993,283322.2528739887
2468,5,1,Rural,1978,299256.3767771288
1297,5,1,Rural,2017,180576.4541547175
1153,5,3,Rural,1998,114627.05470606177
2698,5,2,Rural,1979,276868.5935609496
1954,5,1,Rural,1981,256087.29798064125
1393,5,1,Rural,1979,206914.3909187279
2601,5,2,Rural,1955,283696.74154830124
2144,5,1,Rural,2013,282363.1932974877
1709,5,3,Rural,1993,173449.78823533596
2166,5,2,Rural,1962,277431.53685780894
2284,5,1,Rural,1981,308376.08263064624
2946,5,1,Rural,1976,327573.27285624197
2724,5,1,Rural,1978,345887.7274406717
2599,5,2,Rural,2019,257726.21805792514
1730,5,3,Rural,2017,146563.22422299045
1038,5,1,Rural,1966,202848.17383834167
2602,5,2,Rural,1964,305230.15711349156
1031,5,2,Rural,2009,79725.56974197633
2110,5,1,Rural,1970,260757.4391192823
1392,5,3,Rural,1953,167285.33983468811
2255,5,3,Rural,1981,276507.23222092737
2112,5,1,Rural,1985,215416.53203410143
2226,5,3,Rural,1962,156092.76628836576
1507,5,1,Rural,1983,270631.6017638403
2773,5,1,Rural,1957,343899.56914933334
1116,5,2,Rural,1952,120644.75015032053
2180,5,1,Rural,1984,260473.034464621
2330,5,3,Rural,1958,276982.0377180912
2395,5,2,Rural,1964,297888.2340743975
1185,5,2,Rural,2001,176244.20559987772
1672,5,3,Rural,1969,162280.54219151125
2786,5,1,Rural,1999,322213.8616607703
1495,5,3,Rural,1950,151563.24067322374
1030,5,3,Rural,1999,126300.63499843061
2967,5,3,Rural,2008,307680.0907908161
2543,5,1,Rural,1952,291175.02298581565
2944,5,2,Rural,1983,321616.41406927945
1207,5,1,Rural,1983,76960.49160816823
1566,5,2,Rural,2004,180012.94283553536
2720,5,2,Rural,1964,302688.5466842034
1862,5,3,Rural,2016,227180.36379358286
2283,5,2,Rural,2005,310165.82857237925
2977,5,1,Rural,1990,364325.4001224986
1068,5,3,Rural,2010,97629.4787969875
1110,5,3,Rural,1959,90618.39772760021
1415,5,2,Rural,1983,216070.815501647
2240,5,3,Rural,1990,204696.6965991389
1958,5,1,Rural,1997,166081.63803320582
1536,5,3,Rural,1964,222930.11937180744
2465,5,3,Rural,1955,276832.41620357026
2927,5,1,Rural,1987,386003.39276102954
1622,5,1,Rural,2000,217878.97654276702
2196,5,1,Rural,1996,239276.34808270336
2836,5,1,Rural,1956,370519.40294911765
1818,5,2,Rural,2017,195046.86579205643
1730,5,2,Rural,1977,219217.97573979502
1245,5,1,Rural,1975,167679.72840249693
1600,5,2,Rural,1971,123552.69672270033
1985,5,2,Rural,1988,224595.70551731877
1171,5,1,Rural,1951,129238.16468665715
2048,5,3,Rural,1969,287955.7409234374
1542,5,1,Rural,1981,49128.168177554326
1823,5,1,Rural,2009,109119.71749339586
1261,5,1,Rural,1965,202218.46794613588
1161,5,3,Rural,2016,129721.09908352006
1536,5,3,Rural,1986,157296.86695387794
1765,5,2,Rural,1971,123537.87945098607
1998,5,2,Rural,1974,166130.7296751876
1454,5,1,Rural,2011,135612.62624082324
2388,5,2,Rural,1988,327829.3166829741
2199,5,1,Rural,1956,193267.4046935708
1328,5,1,Rural,1998,234454.59350065884
1892,5,1,Rural,1962,256990.91268939097
2709,5,2,Rural,1975,245674.63300759217
1574,5,3,Rural,1974,105332.20080953224
1307,5,1,Rural,2018,134236.39136276295
1111,5,2,Rural,1951,166895.44723372982
1164,5,2,Rural,1999,108101.0838591996
1541,5,3,Rural,1986,222503.50874475137
1632,5,3,Rural,2015,194936.97374200416
2994,5,2,Rural,2020,259303.4486688904
2567,5,3,Rural,1986,278544.2792898916
2283,5,2,Rural,1958,233116.25194136178
2856,5,2,Rural,1958,267899.7881416498
2672,5,2,Rural,1971,246604.44941679187
2286,5,3,Rural,1975,259446.0748067189
2660,5,3,Rural,2001,193679.4860680307
2769,5,1,Rural,1999,297850.91333751526
1942,5,1,Rural,1971,184277.46346268174
1203,5,1,Rural,1988,182620.93748929433
1740,5,2,Rural,1968,156981.81536281807
1228,5,3,Rural,2000,154634.2906006166
2071,5,3,Rural,1979,260538.05139223355
1989,5,1,Rural,1963,120800.48601658012
2903,5,3,Rural,2021,347409.64120974025
1287,5,3,Rural,2010,176930.7478844894
2228,5,2,Rural,1991,251231.26282823665
2473,5,1,Rural,2010,321659.8474859544
2667,5,3,Rural,1952,349625.39109820174
1668,5,1,Rural,2000,151900.7448784185
2818,5,1,Rural,1992,330612.0664742551
2988,5,3,Rural,1975,254329.42015678977
2038,5,2,Rural,1968,269929.24008296663
1959,5,1,Rural,1997,188379.451059966
1629,5,3,Rural,2001,130833.98226600565
2653,5,2,Rural,1961,294840.0081062284
2728,5,3,Rural,1995,319263.1979648311
1606,5,1,Rural,1992,146818.87584333494
2770,5,2,Rural,2013,197752.14169162593
1551,5,2,Rural,2006,198006.34863631925
2039,5,3,Rural,1966,214451.36766299536
2003,5,2,Rural,1963,218859.711998771
1160,5,1,Rural,1965,100258.93518347139
1214,5,1,Rural,1953,182557.52318526193
1938,5,1,Rural,2010,207621.6262888317
1941,5,3,Rural,2018,218714.0799525994
2854,5,2,Rural,1951,290277.39429875335
2831,5,1,Rural,2010,341158.03967409855
1352,5,1,Rural,1956,145159.6249236664
1209,5,3,Rural,1989,106436.62675846004
2918,5,2,Rural,2000,184421.774698569
1626,5,1,Rural,2003,146583.64263425372
1662,5,1,Rural,2000,218456.61863625766
2853,5,1,Rural,2006,319936.62731106527
2352,5,2,Rural,1991,334614.80223832733
1945,5,3,Rural,1954,179717.0260226985
1257,5,3,Rural,1997,86912.13641692423
2985,5,2,Rural,2004,264255.4102787527
2842,5,2,Rural,1981,315185.74259519414
1573,5,1,Rural,2001,43742.19691831121
1689,5,3,Rural,1967,211957.7139124177
2933,5,2,Rural,1989,388736.4247635724
2106,5,3,Rural,1982,309076.87057950697
2725,5,2,Rural,1951,302583.4922959212
2853,5,1,Rural,1964,339219.5643112152
1300,5,3,Rural,2016,223404.92341265338
2928,5,1,Rural,2000,276587.65492587676
2798,5,1,Rural,2012,304545.0652641465
2533,5,2,Rural,2012,234234.45362720962
1566,5,3,Rural,1953,175485.93585228943
2152,5,1,Rural,1979,285829.38415685965
2533,5,3,Rural,1963,311864.4670242024
1932,5,2,Rural,1965,283470.8765790533
1992,5,2,Rural,1982,171126.0289156547
2409,5,3,Rural,1985,327423.50385709514
2842,5,1,Rural,2000,303057.76254987565
1754,5,1,Rural,1975,124435.63563369309
2207,5,2,Rural,2001,179822.95378502482
2798,5,2,Rural,1951,279370.8154781728
1792,5,3,Rural,1962,213042.97928581736
2693,5,1,Rural,2009,276918.2792092506
2232,5,3,Rural,1956,318133.53591204766
1374,5,2,Rural,1963,249122.51930078093
1947,5,2,Rural,2015,211511.94625982817
2600,5,2,Rural,2000,270991.087312949
2479,5,2,Rural,1983,287691.2314083286
1916,5,3,Rural,1959,279656.8832450337
1050,5,3,Rural,1960,115425.86277879331
1157,5,1,Rural,2018,77996.20965366485
2355,5,2,Rural,1999,239514.91792270294
2175,5,1,Rural,1967,222532.43243860998
1378,5,1,Rural,1958,215599.4853524865
1427,5,3,Rural,1982,159194.627550353
2724,5,1,Rural,1960,279744.7711376109
1775,5,1,Rural,1995,235876.74089848422
2366,5,3,Rural,1976,265509.9726255785
1347,5,3,Rural,1976,120385.65444736156
1691,5,2,Rural,1962,177448.0063328245
1903,5,1,Rural,1995,270224.09964097873
1507,5,1,Rural,2015,150491.2027196007
2300,5,2,Rural,2015,280269.2510802019
2364,5,2,Rural,1989,223513.2052166377
2847,5,1,Rural,1992,332986.63842070504
2856,5,3,Rural,1994,309576.3685483405
1710,5,1,Rural,1983,159895.68207242634
1452,5,1,Rural,1984,190545.22215699623
2059,5,2,Rural,2001,160755.83953208436
1048,5,1,Rural,1984,109534.74126269796
1108,5,2,Rural,1961,196739.18150964723
2952,5,3,Rural,1969,282946.1779148909
2033,5,1,Rural,2001,246716.0172571839
2801,5,2,Rural,2012,373972.4472145179
1780,5,2,Rural,1974,286735.16665133566
2252,5,2,Rural,1992,289363.3010322817
2212,5,2,Rural,1974,281341.1631510967
2201,5,1,Rural,1998,174684.00690649045
2653,5,2,Rural,1983,347995.09035969496
1796,5,1,Rural,1990,240710.03930893887
1296,5,3,Rural,1991,196078.63237549755
2254,5,3,Rural,1951,172306.18984353746
1275,5,1,Rural,2002,192000.85331274394
2847,5,1,Rural,2007,351918.0804486793
2421,5,3,Rural,1987,282503.6572193557
1950,5,1,Rural,2002,320722.0078983649
1702,5,2,Rural,1981,271197.5592846097
1611,5,1,Rural,1997,211952.54238331557
1916,5,1,Rural,2020,182674.36689697672
2693,5,3,Rural,1982,288436.36088548455
2358,5,2,Rural,1972,259902.19132930698
1684,5,2,Rural,2000,208958.11722131682
2156,5,3,Rural,2013,194004.46884202893
2915,5,2,Rural,1956,286792.5542392223
1349,5,3,Rural,2005,168448.93951332392
2884,5,3,Rural,2019,413823.0733998052
2863,5,2,Rural,2013,336453.80583256535
2421,5,3,Rural,2005,263152.8556438835
2776,5,1,Rural,1983,268138.84006286727
2178,5,2,Rural,1999,211088.74809305609
1503,5,3,Rural,1954,297015.1387078293
1274,5,1,Rural,1995,230236.11850087746
1196,5,3,Rural,1956,194440.66220297612
2410,5,2,Rural,1999,239333.52293807702
2795,5,3,Rural,1972,302199.04088904883
2165,5,3,Rural,1998,150088.53726748022
1789,5,1,Rural,2006,155627.51999983843
2050,5,1,Rural,1978,199618.10019240069
2629,5,2,Rural,1981,378490.37787557364
1935,5,1,Rural,1956,179522.73352911382
2011,5,1,Rural,1973,224639.92963772707
2683,5,2,Rural,1979,293616.15153015405
2571,5,1,Rural,2002,303212.39621742646
2536,5,3,Rural,2010,320454.9561819135
1222,5,2,Rural,1994,226409.40900208306
2254,5,1,Rural,1981,278679.6358784033
1919,5,3,Rural,1982,286745.1680569365
1312,5,2,Rural,2016,146185.55436361447
2972,5,3,Rural,1978,321104.9783007402
2698,5,2,Rural,1993,302210.24988439
2665,5,3,Rural,1985,264573.7205495236
1759,5,1,Rural,1957,194379.62480663022
1109,5,2,Rural,2017,171722.08535237104
2351,5,3,Rural,1995,356111.70876451465
2669,5,2,Rural,1953,410315.21184541075
1299,5,1,Rural,1960,194453.90677958008
2422,5,1,Rural,1974,379973.15006296174
2819,5,2,Rural,1997,309621.2355246989
1575,5,1,Rural,1995,181769.83132814462
2104,5,1,Rural,1973,113121.5072110824
2515,5,3,Rural,1965,197432.25943638865
1360,5,1,Rural,1998,130215.87971190704
1503,5,2,Rural,2005,136103.54820320572
2312,5,2,Rural,1983,225649.31075346685
2972,5,1,Rural,1950,288269.477679295
1359,5,3,Rural,1971,77980.9255757561
2247,5,1,Rural,1992,256056.0932173413
2075,5,3,Rural,2012,235782.70508575212
2150,5,1,Rural,1961,279377.8259115271
2500,5,2,Rural,1984,308080.0682010446
1404,5,1,Rural,2011,249188.70998965183
1020,5,1,Rural,1952,178458.05438459103
1817,5,2,Rural,1967,138366.57764438618
2664,5,1,Rural,2021,329434.45382535225
2120,5,3,Rural,1956,227869.22373799214
1612,5,2,Rural,2002,222437.40596745905
1101,5,1,Rural,1994,57407.98251494006
1053,5,2,Rural,1980,101498.26034603642
1675,5,1,Rural,1987,218889.39473848185
1223,5,3,Rural,1984,91418.7325576516
2005,5,3,Rural,1965,285469.83482446254
2097,5,2,Rural,1987,227552.8137701776
2934,5,1,Rural,1998,326885.23148181994
2071,5,1,Rural,1995,267497.24562084704
1820,5,1,Rural,1977,234923.8381762673
1250,5,2,Rural,1955,166401.4275204493
2381,5,2,Rural,1983,198284.96002462806
1276,5,1,Rural,2009,89575.85643147407
1030,5,1,Rural,2009,92901.7112252132
1072,5,2,Rural,1951,170284.95366635823
2120,5,2,Rural,1964,273122.27181019454
2351,5,1,Rural,1989,356019.7737575443
1365,5,1,Rural,2020,219982.79151014957
1825,5,2,Rural,1954,254062.38815146114
2111,5,3,Rural,2014,264867.6019352341
2550,5,3,Rural,1960,286206.0585539542
2998,5,2,Rural,1981,380994.8253325578
1981,5,1,Rural,2012,174478.96876034123
1649,5,1,Rural,1969,134951.24602425448
1495,5,2,Rural,1956,156998.2871265673
2682,5,3,Rural,2016,325231.92037011165
2244,5,3,Rural,1980,289395.87679624645
1043,5,3,Rural,1990,112084.60803937026
2581,5,2,Rural,2019,240909.39821703458
2680,5,1,Rural,2000,303959.17839431314
2125,5,1,Rural,1995,254527.83703472785
1308,5,1,Rural,1999,221519.05953536893
1107,5,1,Rural,1992,189424.65538733389
1134,5,1,Rural,1956,163960.8607752841
2384,5,1,Rural,1994,360018.851129933
2870,5,3,Rural,1957,361982.7330737
2274,5,3,Rural,1970,370831.3077873554
1111,5,3,Rural,1994,63742.00537608171
1268,5,2,Rural,1998,208070.28313987417
1650,5,2,Rural,1985,180433.7929836829
2478,5,3,Rural,2002,317264.6597214781
2565,5,2,Rural,1971,261514.20053132856
2049,5,3,Rural,1957,221309.32206135782
1949,5,1,Rural,2010,225517.08852299498
1460,5,2,Rural,1967,185723.1125159599
1473,5,2,Rural,1956,175294.14488693158
2428,5,2,Rural,1972,259140.00068261384
1270,5,1,Rural,1984,115311.20811218648
1443,5,3,Rural,1979,216714.47351703106
2369,5,2,Rural,1977,226309.2436631935
1347,5,1,Rural,1992,176461.12994472813
2585,5,3,Rural,2005,214235.3682216386
1944,5,2,Rural,1972,321783.6846758063
1731,5,1,Rural,1951,222784.0354342814
1128,5,2,Rural,1967,185518.2315518959
1818,5,2,Rural,2001,172701.54026177974
2169,5,3,Rural,1959,300888.0675994261
2095,5,3,Rural,1981,263783.8248040608
2971,5,2,Rural,2017,362266.09689792834
1249,5,2,Rural,1976,82807.9952394489
1016,5,3,Rural,1969,184050.3091260437
2242,5,3,Rural,1982,282277.3045498465
1051,5,1,Rural,2013,125720.34956997778
1695,5,3,Rural,1990,202882.9549943225
2627,5,1,Rural,1998,300242.2667645263
2959,5,2,Rural,2000,242668.83734351367
2177,5,3,Rural,1968,320951.76931198733
1840,5,3,Rural,2005,214290.93515075475
2730,5,1,Rural,2015,275116.5549217544
2562,5,1,Rural,1987,193941.392367277
1241,5,2,Rural,1964,128606.54801842835
1084,5,3,Rural,2001,152833.5625083269
1407,5,1,Rural,1988,218565.77872424354
1809,5,3,Rural,1954,266084.01696974493
1541,5,3,Rural,1981,154944.30128131664
2032,5,2,Rural,1995,328647.11417701177
2841,5,2,Rural,2018,318767.21731996967
2040,5,1,Rural,1967,221839.92854042965
1391,5,1,Rural,1979,67703.03485135037
1184,5,3,Rural,2012,212564.6552615763
1030,5,2,Rural,2003,93486.12049251879
1817,5,3,Rural,2021,250829.4107005233
1396,5,2,Rural,1953,165310.0230874926
2074,5,2,Rural,1993,210567.36514720786
1597,5,1,Rural,1958,223724.84420681297
2135,5,3,Rural,1985,280899.8524638453
2539,5,1,Rural,1951,297395.3183019827
1317,5,1,Rural,1971,242631.91763445354
1044,5,2,Rural,1964,261760.07290402742
2833,5,1,Rural,2004,318310.35928204056
1517,5,1,Rural,1961,220210.59621607733
1353,5,1,Rural,1951,247282.3025282274
2887,5,3,Rural,1997,276707.9434404298
1570,5,2,Rural,1971,203466.98834553175
2841,5,3,Rural,2008,212625.835906693
2663,5,2,Rural,1972,280233.19447867473
2047,5,3,Rural,1984,232383.4199561576
1505,5,3,Rural,1985,202447.13614495855
2372,5,3,Rural,1977,211260.1168785367
1017,5,1,Rural,1970,92797.39397730608
2331,5,2,Rural,1964,307791.89105213527
2268,5,2,Rural,1967,303857.4058435156
2825,5,2,Rural,1952,296564.70906077576
1743,5,2,Rural,1968,142177.81922642188
2448,5,1,Rural,1993,291478.64708530216
1027,5,3,Rural,1966,231866.5717865164
2315,5,3,Rural,1992,269110.2622373964
1097,5,1,Rural,1991,116416.79996991275
2632,5,2,Rural,2011,356680.85847308335
1096,5,3,Rural,1961,115475.44000538095
1292,5,2,Rural,1950,215691.59304170453
1122,5,3,Rural,1962,167800.19351439798
2804,5,2,Rural,1989,298524.14897536085
2133,5,2,Rural,1965,145401.69477402535
1701,5,1,Rural,1979,196528.9615560697
1684,5,3,Rural,1987,164565.2314477568
1031,5,3,Rural,2018,152362.97929380325
2766,5,1,Rural,1953,266155.4587124225
1844,5,2,Rural,1969,229690.24725702888
2126,5,3,Rural,2017,279456.1598377302
1651,5,3,Rural,2013,177986.8634832434
2752,5,2,Rural,2016,368699.178933726
2699,5,3,Rural,2016,338128.435485646
2278,5,3,Rural,2016,193795.34463274758
1070,5,2,Rural,2003,161284.76013952823
2151,5,1,Rural,2011,272702.49056601455
2217,5,2,Rural,1960,349636.4980754163
1246,5,1,Rural,1966,135290.16466766415
1065,5,2,Rural,1995,169521.41431161345
2083,5,2,Rural,1953,212467.60014639856
2403,5,2,Rural,1999,184379.90373743768
2720,5,1,Rural,1997,323270.81174869824
2179,5,1,Rural,1961,240134.3994247308
1853,5,1,Rural,2015,181219.34346989854
2967,5,1,Rural,1972,296616.294068741
2884,5,3,Rural,1951,402989.8602685054
1317,5,3,Rural,1971,225782.7382501686
1907,5,3,Rural,1994,238974.60723833257
1131,5,3,Rural,1965,112971.61001773551
1286,5,3,Rural,1979,179622.04162034657
2712,5,1,Rural,2014,205839.28573418054
1039,5,2,Rural,2000,120250.63396801827
2717,5,3,Rural,1958,314725.2056632364
1668,5,3,Rural,1977,151710.35221768287
2516,5,3,Rural,1964,207636.67595652124
1607,5,3,Rural,2021,356130.77483519807
1944,5,3,Rural,2020,208161.26189378448
2015,5,2,Rural,1952,218356.96137370777
1815,5,1,Rural,1959,286948.3085411084
1108,5,3,Rural,1962,217004.07139614312
2210,5,1,Rural,1973,295983.88556734554
1085,5,1,Rural,1956,84159.9775392726
1557,5,1,Rural,1953,163861.30241340658
2407,5,1,Rural,1953,271209.9057986413
2585,5,2,Rural,1983,302122.66938704
2399,5,3,Rural,1979,250050.10167704732
1583,5,3,Rural,1978,213617.46144524644
1819,5,3,Rural,1950,248923.5769601264
2248,5,3,Rural,1973,293182.1139527989
1620,5,1,Rural,1999,231643.12208418112
2725,5,2,Rural,2012,275011.24066303484
1165,5,2,Rural,2007,115686.16693725187
1396,5,3,Rural,2004,148040.57320412068
1187,5,1,Rural,1977,169968.52335188983
1818,5,1,Rural,1986,283525.24230426876
2529,5,2,Rural,1961,261565.69537288576
2740,5,2,Rural,1993,237731.63540202787
1482,5,1,Rural,1976,107663.43209034356
1896,5,1,Rural,1967,160310.89059015058
2264,5,3,Rural,1968,195184.4421247875
2467,5,2,Rural,1959,286114.84462215734
2903,5,2,Rural,1967,314969.2183866118
2144,5,3,Rural,1982,163994.478012221
1895,5,2,Rural,1978,225163.41343519086
1623,5,1,Rural,1996,249676.6792648973
2458,5,2,Rural,1954,308824.9365722462
2576,5,2,Rural,2019,310201.046454266
2569,5,3,Rural,1970,271807.5632095695
1426,5,3,Rural,1971,284967.2438810758
2033,5,3,Rural,1973,220195.97318530013
1103,5,3,Rural,1996,183925.3314864177
2781,5,3,Rural,2017,307895.151430114
1693,5,3,Rural,2005,102370.97795645156
1346,5,3,Rural,1991,154716.8756033142
2930,5,2,Rural,1959,416760.1206300866
1400,5,1,Rural,1979,162588.90058209197
1661,5,2,Rural,1978,303391.85212240176
2690,5,1,Rural,1951,247564.55742289894
1544,5,1,Rural,2000,213360.2083962468
2842,5,2,Rural,1991,283160.72066675447
1219,5,1,Rural,2021,125566.36699692582
2394,5,3,Rural,1954,176163.22832192757
1366,5,3,Rural,2007,198296.40088901145
1724,5,3,Rural,1957,195084.24285234004
1380,5,3,Rural,1992,161176.6166016908
1629,5,3,Rural,2014,162245.40556276063
2430,5,1,Rural,2000,248354.83178748464
1990,5,2,Rural,2019,266001.87557616556
1076,5,1,Rural,2018,94664.24638866226
2664,5,1,Rural,1968,348852.23217290326
1429,5,3,Rural,1971,158943.43733076117
2897,5,2,Rural,1982,271780.26799746614
2453,5,3,Rural,1993,283533.53853165015
2129,5,2,Rural,1977,265466.75026738225
1253,5,1,Rural,1982,204331.45051408978
2043,5,2,Rural,1968,256430.05038815778
1749,5,1,Rural,1995,199977.05473281117
1817,5,1,Rural,1962,193181.92393244483
1497,5,1,Rural,1969,178969.5805912307
2887,5,3,Rural,1970,297325.93439005007
1817,5,1,Rural,1958,196559.37983000395
1947,5,3,Rural,1981,217414.30100014067
1576,5,2,Rural,2012,174954.61915813966
1741,5,1,Rural,1977,147823.09133346754
2731,5,3,Rural,1965,368114.36833809735
1269,5,3,Rural,1992,148064.45706100442
2403,5,3,Rural,1983,224080.62261305368
1027,5,1,Rural,2007,190154.30982031865
2205,5,1,Rural,2020,284168.75885778526
2084,5,3,Rural,1973,297239.1955945098
1270,5,3,Rural,1999,214788.70121048376
1707,5,1,Rural,1985,191478.53952658648
2817,5,3,Rural,2004,208133.63996205846
1424,5,2,Rural,2002,101199.67542069044
2202,5,1,Rural,1951,209936.68992197252
2300,5,2,Rural,1954,168640.6762287103
2066,5,1,Rural,2017,352062.6927187268
2844,5,3,Rural,1990,368496.6733139057
2322,5,3,Rural,1970,278372.9844897847
2253,5,2,Rural,1958,304865.1161990594
2400,5,1,Rural,2000,249434.9033786381
1614,5,2,Rural,2012,228763.012660072
2227,5,3,Rural,1972,336534.3855138781
2934,5,2,Rural,2002,311757.7591428249
2369,5,3,Rural,1956,274924.2019510855
2420,5,3,Rural,1962,266405.4547147694
2134,5,2,Rural,1993,238162.72707488658
1002,5,1,Rural,1989,114539.52596685094
1024,5,1,Rural,2014,180865.0810100244
2720,5,2,Rural,2005,297897.88061604067
2306,5,3,Rural,1981,334671.5586429733
2310,5,3,Rural,1950,199114.1019394524
1710,5,2,Rural,1960,205369.96390259347
2275,5,1,Rural,2002,278960.4260443567
1178,5,3,Rural,1984,182954.78209361414
1380,5,3,Rural,1984,192240.03421993233
1243,5,2,Rural,1958,206739.88979627247
2421,5,3,Rural,2011,297208.1113855323
2274,5,2,Rural,2007,312032.1221723354
1949,5,2,Rural,1999,157738.15065643057
1648,5,1,Rural,2012,176614.33447717415
2608,5,2,Rural,1994,235839.94733267592
1339,5,1,Rural,1998,134408.60478378966
2554,5,3,Rural,1974,273147.93415942707
2660,5,3,Rural,1965,361198.4995065998
1115,5,1,Rural,2013,94001.13778403004
2490,5,1,Rural,1999,223500.85423437905
2262,5,2,Rural,1981,271135.17754730344
2874,5,1,Rural,2020,389651.2355576457
1446,5,2,Rural,1961,212955.48454456648
2514,5,1,Rural,1996,281129.1542418487
