model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Golf,2019,13286.0,Manual,6600,Petrol,145,49.6,1.0
 Golf,2019,17194.0,Manual,5847,Petrol,145,47.1,1.5
 Golf,2016,13298.0,Semi-Auto,9672,Petrol,30,53.3,1.4
 Golf,2017,12810.0,Manual,20351,Petrol,145,58.9,1.0
 Golf,2019,25986.0,Semi-Auto,3487,Diesel,145,49.6,2.0
 Golf,2019,31036.0,Semi-Auto,4320,Petrol,145,32.8,2.0
 Golf,2019,20290.0,Manual,1310,Petrol,145,50.4,1.5
 Golf,2016,16902.0,Semi-Auto,14559,Petrol,20,60.1,1.4
 Golf,2019,18798.0,Semi-Auto,5434,Petrol,145,44.8,1.5
 Golf,2015,10898.0,Manual,28379,Petrol,30,53.3,1.4
 Golf,2019,17298.0,Manual,7637,Petrol,145,47.1,1.5
 Golf,2019,17298.0,Manual,6572,Petrol,145,47.1,1.5
 Golf,2019,17298.0,Manual,6281,Petrol,145,47.1,1.5
 Golf,2019,17298.0,Manual,8692,Petrol,145,47.1,1.5
 Golf,2019,19798.0,Manual,13,Petrol,145,47.1,1.5
 Golf,2016,15440.0,Semi-Auto,34682,Diesel,30,62.8,2.0
 Golf,2015,13570.0,Manual,50624,Diesel,20,67.3,2.0
 Golf,2017,12441.0,Manual,24477,Diesel,0,74.3,1.6
 Golf,2017,13221.0,Manual,27250,Diesel,150,72.4,1.6
 Golf,2017,15282.0,Semi-Auto,25690,Diesel,30,62.8,2.0
 Golf,2020,24637.0,Semi-Auto,1607,Petrol,145,45.6,1.5
 Golf,2019,26936.0,Semi-Auto,3106,Petrol,145,37.7,2.0
 Golf,2016,12681.0,Manual,19492,Petrol,30,53.3,1.4
 Golf,2016,13592.0,Manual,15615,Petrol,30,53.3,1.4
 Golf,2019,17134.0,Semi-Auto,13712,Petrol,145,45.6,1.0
 Golf,2014,17981.0,Manual,24554,Petrol,205,39.8,2.0
 Golf,2016,10372.0,Manual,47525,Diesel,0,74.3,1.6
 Golf,2017,15990.0,Semi-Auto,25811,Diesel,150,67.3,2.0
 Golf,2014,11722.0,Semi-Auto,37101,Petrol,20,60.1,1.4
 Golf,2015,13552.0,Semi-Auto,72753,Diesel,30,62.8,2.0
 Golf,2019,17217.0,Semi-Auto,10230,Diesel,145,52.3,1.6
 Golf,2019,17237.0,Manual,4502,Petrol,145,47.1,1.5
 Golf,2019,20486.0,Automatic,4407,Diesel,145,52.3,2.0
 Golf,2016,11292.0,Manual,48012,Petrol,30,53.3,1.4
 Golf,2019,19086.0,Semi-Auto,2303,Diesel,145,52.3,1.6
 Golf,2019,33673.0,Automatic,5573,Petrol,145,32.8,2.0
 Golf,2019,18350.0,Automatic,14205,Diesel,145,52.3,2.0
 Golf,2019,24486.0,Semi-Auto,15196,Diesel,145,49.6,2.0
 Golf,2019,20687.0,Automatic,10324,Petrol,145,45.6,1.5
 Golf,2019,17250.0,Manual,9000,Petrol,150,47.1,1.5
 Golf,2016,13712.0,Manual,23329,Diesel,20,68.9,2.0
 Golf,2016,19791.0,Semi-Auto,34744,Petrol,205,39.8,2.0
 Golf,2016,12302.0,Manual,23090,Petrol,30,53.3,1.4
 Golf,2019,21516.0,Semi-Auto,4961,Petrol,145,43.5,1.5
 Golf,2019,22105.0,Semi-Auto,4924,Petrol,145,43.5,1.5
 Golf,2018,15712.0,Semi-Auto,17277,Petrol,145,58.9,1.5
 Golf,2016,16242.0,Semi-Auto,21779,Petrol,20,60.1,1.4
 Golf,2018,12991.0,Manual,33695,Diesel,145,61.4,1.6
 Golf,2015,15498.0,Semi-Auto,28748,Diesel,30,62.8,2.0
 Golf,2016,10991.0,Semi-Auto,58076,Diesel,20,58.9,1.6
 Golf,2016,13998.0,Semi-Auto,73581,Hybrid,0,188.3,1.4
 Golf,2019,19432.0,Semi-Auto,8380,Petrol,145,43.5,1.5
 Golf,2019,20436.0,Semi-Auto,3398,Diesel,145,52.3,2.0
 Golf,2019,25726.0,Automatic,11967,Petrol,145,37.7,2.0
 Golf,2019,12846.0,Manual,14916,Petrol,145,49.6,1.0
 Golf,2019,13245.0,Manual,7808,Petrol,145,49.6,1.0
 Golf,2019,20084.0,Semi-Auto,3276,Petrol,145,45.6,1.5
 Golf,2019,19350.0,Semi-Auto,8552,Diesel,145,52.3,2.0
 Golf,2014,15991.0,Manual,63773,Petrol,200,39.8,2.0
 Golf,2018,15162.0,Manual,16176,Petrol,145,49.6,1.0
 Golf,2016,16262.0,Manual,31543,Diesel,20,67.3,2.0
 Golf,2018,11892.0,Manual,23103,Diesel,145,61.4,1.6
 Golf,2019,13046.0,Manual,10851,Petrol,145,49.6,1.0
 Golf,2019,15446.0,Manual,11143,Petrol,145,49.6,1.0
 Golf,2019,28836.0,Semi-Auto,4734,Petrol,145,32.8,2.0
 Golf,2018,17942.0,Semi-Auto,4068,Petrol,145,47.1,1.5
 Golf,2017,12012.0,Manual,56673,Diesel,145,61.4,1.6
 Golf,2015,12342.0,Manual,7000,Petrol,30,53.3,1.4
 Golf,2019,25824.0,Semi-Auto,7400,Petrol,145,37.7,2.0
 Golf,2017,14961.0,Semi-Auto,23967,Petrol,150,55.4,1.4
 Golf,2019,16314.0,Manual,8906,Diesel,145,57.7,1.6
 Golf,2019,25332.0,Manual,6601,Petrol,145,37.7,2.0
 Golf,2019,16751.0,Semi-Auto,15223,Diesel,145,54.3,1.6
 Golf,2019,21990.0,Semi-Auto,119,Petrol,145,44.1,1.5
 Golf,2017,16291.0,Manual,22534,Petrol,150,47.1,2.0
 Golf,2018,18891.0,Manual,25166,Diesel,150,60.1,2.0
 Golf,2020,21960.0,Manual,1406,Petrol,150,49.6,1.5
 Golf,2019,18991.0,Manual,164,Petrol,150,50.4,1.5
 Golf,2017,12471.0,Manual,43919,Petrol,30,53.3,1.4
 Golf,2018,12500.0,Manual,40000,Diesel,145,61.4,1.6
 Golf,2017,16850.0,Manual,18500,Diesel,20,67.3,2.0
 Golf,2016,16950.0,Semi-Auto,61000,Petrol,200,39.8,2.0
 Golf,2017,11750.0,Manual,31302,Petrol,145,58.9,1.0
 Golf,2016,16020.0,Manual,26170,Diesel,20,67.3,2.0
 Golf,2018,15995.0,Semi-Auto,22367,Diesel,145,67.3,2.0
 Golf,2016,11999.0,Semi-Auto,24587,Petrol,0,65.7,1.0
 Golf,2018,23995.0,Manual,9800,Diesel,145,60.1,2.0
 Golf,2019,20995.0,Semi-Auto,10,Petrol,145,44.8,1.5
 Golf,2018,26995.0,Semi-Auto,9508,Petrol,145,37.7,2.0
 Golf,2019,16995.0,Manual,5000,Petrol,145,49.6,1.0
 Golf,2016,11252.0,Manual,34504,Diesel,0,74.3,1.6
 Golf,2018,17532.0,Semi-Auto,7358,Petrol,150,47.1,1.5
 Golf,2013,8762.0,Manual,35570,Diesel,0,68.9,1.6
 Golf,2019,16862.0,Semi-Auto,15940,Petrol,145,45.6,1.0
 Golf,2019,30252.0,Semi-Auto,6571,Petrol,145,32.8,2.0
 Golf,2018,16721.0,Semi-Auto,16892,Diesel,145,67.3,2.0
 Golf,2019,18381.0,Manual,6988,Petrol,145,47.1,1.5
 Golf,2017,13882.0,Semi-Auto,17880,Diesel,20,58.9,1.6
 Golf,2019,18491.0,Manual,3145,Petrol,145,47.1,1.5
 Golf,2019,20391.0,Semi-Auto,3499,Petrol,145,44.8,1.5
 Golf,2019,18490.0,Manual,110,Petrol,145,49.6,1.5
 Golf,2019,22266.0,Semi-Auto,3060,Petrol,145,43.5,1.5
 Golf,2016,12962.0,Manual,11590,Petrol,30,53.3,1.4
 Golf,2017,12042.0,Manual,34021,Diesel,0,74.3,1.6
 Golf,2020,20891.0,Semi-Auto,3200,Petrol,145,47.1,1.5
 Golf,2019,18991.0,Manual,4133,Petrol,145,47.1,1.5
 Golf,2014,9998.0,Semi-Auto,24795,Diesel,20,67.3,1.6
 Golf,2017,12872.0,Manual,15712,Diesel,0,74.3,1.6
 Golf,2018,14562.0,Manual,28143,Diesel,145,61.4,1.6
 Golf,2019,16394.0,Manual,7770,Diesel,145,57.7,1.6
 Golf,2019,20766.0,Semi-Auto,2633,Petrol,145,43.5,1.5
 Golf,2015,11133.0,Manual,31722,Petrol,20,58.9,1.4
 Golf,2019,20830.0,Semi-Auto,9899,Petrol,145,45.6,1.5
 Golf,2019,21162.0,Manual,6632,Petrol,145,47.9,1.5
 Golf,2018,15921.0,Manual,13982,Diesel,145,61.4,1.6
 Golf,2018,15382.0,Manual,3459,Diesel,145,61.4,1.6
 Golf,2016,12221.0,Manual,23977,Diesel,0,74.3,1.6
 Golf,2019,21899.0,Semi-Auto,3698,Petrol,145,45.6,1.5
 Golf,2019,19989.0,Manual,4745,Petrol,145,50.4,1.5
 Golf,2016,15192.0,Semi-Auto,52832,Diesel,30,62.8,2.0
 Golf,2019,19290.0,Manual,7100,Petrol,145,49.6,1.5
 Golf,2019,19989.0,Manual,2450,Petrol,145,50.4,1.5
 Golf,2019,18880.0,Manual,2150,Petrol,145,49.6,1.5
 Golf,2019,19350.0,Manual,5640,Petrol,145,50.4,1.5
 Golf,2019,18880.0,Manual,3000,Petrol,145,50.4,1.5
 Golf,2019,18880.0,Manual,3798,Petrol,145,50.4,1.5
 Golf,2019,20810.0,Semi-Auto,3103,Petrol,145,45.6,1.5
 Golf,2019,21890.0,Manual,635,Diesel,145,62.8,2.0
 Golf,2016,11652.0,Manual,49979,Petrol,30,53.3,1.4
 Golf,2019,29490.0,Semi-Auto,9977,Petrol,145,36.2,2.0
 Golf,2018,20362.0,Manual,10846,Diesel,145,60.1,2.0
 Golf,2015,12402.0,Manual,25000,Petrol,30,58.9,1.4
 Golf,2019,24990.0,Semi-Auto,12606,Diesel,145,49.6,2.0
 Golf,2016,11662.0,Manual,29767,Diesel,0,74.3,1.6
 Golf,2019,26202.0,Semi-Auto,4019,Petrol,145,37.7,2.0
 Golf,2019,22950.0,Semi-Auto,6780,Petrol,145,44.1,1.5
 Golf,2016,11462.0,Manual,28925,Diesel,0,74.3,1.6
 Golf,2017,13222.0,Manual,26299,Diesel,20,67.3,2.0
 Golf,2020,23790.0,Manual,190,Petrol,145,47.1,1.5
 Golf,2020,20990.0,Manual,1958,Petrol,145,49.6,1.5
 Golf,2014,13012.0,Manual,58815,Diesel,20,67.3,2.0
 Golf,2019,20990.0,Manual,11,Diesel,145,62.8,2.0
 Golf,2019,20990.0,Manual,11,Petrol,145,47.9,1.5
 Golf,2019,18481.0,Manual,3800,Petrol,145,47.1,1.5
 Golf,2019,16490.0,Manual,10,Petrol,145,48.7,1.0
 Golf,2019,16690.0,Manual,10,Petrol,145,48.7,1.0
 Golf,2019,18990.0,Semi-Auto,3526,Petrol,145,45.6,1.0
 Golf,2015,10952.0,Manual,25612,Petrol,30,53.3,1.4
 Golf,2017,18042.0,Semi-Auto,6725,Diesel,30,62.8,2.0
 Golf,2019,29601.0,Automatic,10100,Petrol,145,37.7,2.0
 Golf,2019,20490.0,Automatic,100,Petrol,145,45.6,1.5
 Golf,2019,19982.0,Manual,3422,Petrol,150,45.6,1.5
 Golf,2016,14998.0,Manual,40289,Diesel,20,67.3,2.0
 Golf,2019,25016.0,Automatic,4124,Petrol,145,37.7,2.0
 Golf,2016,12981.0,Manual,22021,Petrol,30,53.3,1.4
 Golf,2019,24576.0,Manual,6116,Petrol,145,37.2,2.0
 Golf,2019,25386.0,Semi-Auto,6215,Diesel,145,49.6,2.0
 Golf,2016,13131.0,Semi-Auto,30052,Petrol,30,53.3,1.4
 Golf,2019,26525.0,Semi-Auto,4990,Petrol,145,44.8,2.0
 Golf,2016,13092.0,Manual,16737,Diesel,20,68.9,2.0
 Golf,2017,14562.0,Manual,16724,Petrol,145,54.3,1.4
 Golf,2019,19230.0,Manual,2600,Petrol,145,50.4,1.5
 Golf,2016,11882.0,Manual,36611,Petrol,30,53.3,1.4
 Golf,2019,28895.0,Semi-Auto,9846,Petrol,145,32.8,2.0
 Golf,2019,20094.0,Semi-Auto,4522,Petrol,145,44.8,1.5
 Golf,2016,9231.0,Manual,54324,Diesel,0,74.3,1.6
 Golf,2019,20690.0,Manual,7445,Petrol,145,47.9,1.5
 Golf,2017,13241.0,Manual,20701,Diesel,0,74.3,1.6
 Golf,2015,11271.0,Manual,51108,Diesel,20,68.9,2.0
 Golf,2014,9164.0,Manual,61000,Diesel,20,68.9,2.0
 Golf,2019,19206.0,Manual,5015,Petrol,145,44.8,1.5
 Golf,2015,10471.0,Manual,44909,Diesel,20,68.9,2.0
 Golf,2014,10312.0,Semi-Auto,26561,Petrol,30,56.5,1.4
 Golf,2018,26500.0,Semi-Auto,5352,Petrol,145,39.8,2.0
 Golf,2019,23995.0,Semi-Auto,16673,Petrol,145,44.8,2.0
 Golf,2019,28995.0,Semi-Auto,6504,Petrol,145,32.8,2.0
 Golf,2019,16592.0,Manual,7987,Petrol,145,47.1,1.5
 Golf,2017,13381.0,Semi-Auto,21558,Petrol,30,53.3,1.4
 Golf,2019,17494.0,Manual,9987,Petrol,145,45.6,1.5
 Golf,2015,10994.0,Manual,42614,Diesel,20,68.9,2.0
 Golf,2019,28895.0,Semi-Auto,10582,Petrol,150,32.8,2.0
 Golf,2019,28436.0,Semi-Auto,8232,Petrol,145,32.8,2.0
 Golf,2016,15995.0,Semi-Auto,38123,Diesel,30,62.8,2.0
 Golf,2017,15999.0,Manual,47000,Diesel,150,60.1,2.0
 Golf,2020,22990.0,Semi-Auto,727,Petrol,145,45.6,1.5
 Golf,2019,12786.0,Manual,15108,Petrol,145,49.6,1.0
 Golf,2015,19282.0,Semi-Auto,23356,Petrol,200,40.4,2.0
 Golf,2017,20498.0,Manual,9853,Petrol,150,44.1,2.0
 Golf,2019,28995.0,Semi-Auto,5563,Petrol,145,32.8,2.0
 Golf,2017,16500.0,Semi-Auto,41576,Diesel,30,62.8,2.0
 Golf,2017,18082.0,Manual,39127,Diesel,145,60.1,2.0
 Golf,2019,18990.0,Manual,3800,Petrol,145,49.6,1.5
 Golf,2019,20490.0,Manual,6855,Diesel,145,62.8,2.0
 Golf,2019,18490.0,Manual,11,Petrol,145,47.1,1.5
 Golf,2019,18491.0,Manual,11,Petrol,145,47.1,1.5
 Golf,2013,9282.0,Semi-Auto,44124,Petrol,30,56.5,1.4
 Golf,2016,12782.0,Manual,21140,Petrol,30,53.3,1.4
 Golf,2016,13998.0,Semi-Auto,10755,Petrol,30,53.3,1.4
 Golf,2016,13895.0,Manual,14996,Petrol,20,60.1,1.4
 Golf,2014,9495.0,Manual,23186,Diesel,20,68.9,2.0
 Golf,2019,27595.0,Semi-Auto,16013,Petrol,145,37.7,2.0
 Golf,2017,11591.0,Manual,42551,Diesel,0,74.3,1.6
 Golf,2018,15980.0,Semi-Auto,15464,Petrol,145,58.9,1.5
 Golf,2016,10991.0,Manual,40203,Diesel,0,74.3,1.6
 Golf,2016,11450.0,Manual,24557,Diesel,0,74.3,1.6
 Golf,2015,18610.0,Manual,18658,Petrol,200,39.8,2.0
 Golf,2015,12998.0,Manual,63616,Diesel,20,67.3,2.0
 Golf,2017,14498.0,Semi-Auto,14662,Petrol,30,53.3,1.4
 Golf,2017,19798.0,Manual,12069,Petrol,145,44.1,2.0
 Golf,2016,18498.0,Semi-Auto,10133,Diesel,30,62.8,2.0
 Golf,2019,17298.0,Manual,8784,Petrol,145,47.1,1.5
 Golf,2016,15998.0,Semi-Auto,39238,Diesel,30,62.8,2.0
 Golf,2013,9900.0,Semi-Auto,45783,Diesel,30,62.8,2.0
 Golf,2015,12995.0,Manual,71767,Diesel,20,67.3,2.0
 Golf,2016,14995.0,Manual,41328,Diesel,20,67.3,2.0
 Golf,2017,17500.0,Manual,21786,Diesel,145,60.1,2.0
 Golf,2015,10170.0,Semi-Auto,32279,Diesel,20,58.9,1.6
 Golf,2019,28895.0,Semi-Auto,7640,Petrol,145,32.8,2.0
 Golf,2018,23290.0,Manual,755,Petrol,145,43.5,2.0
 Golf,2017,18691.0,Semi-Auto,37642,Petrol,160,44.1,2.0
 Golf,2019,17491.0,Manual,6416,Petrol,145,45.6,1.5
 Golf,2017,11960.0,Manual,40956,Diesel,145,61.4,1.6
 Golf,2017,12750.0,Manual,21501,Petrol,30,53.3,1.4
 Golf,2017,13880.0,Manual,17042,Petrol,30,53.3,1.4
 Golf,2014,14391.0,Manual,41987,Petrol,145,47.1,2.0
 Golf,2018,18891.0,Semi-Auto,5934,Petrol,145,43.5,1.5
 Golf,2019,17498.0,Manual,6720,Petrol,145,47.1,1.5
 Golf,2016,10940.0,Manual,37299,Diesel,0,74.3,1.6
 Golf,2015,10400.0,Manual,39453,Petrol,30,53.3,1.4
 Golf,2017,13530.0,Manual,16880,Petrol,145,54.3,1.4
 Golf,2019,19191.0,Semi-Auto,3987,Petrol,145,45.6,1.5
 Golf,2017,12391.0,Semi-Auto,17597,Petrol,0,65.7,1.0
 Golf,2019,17291.0,Manual,11639,Petrol,145,45.6,1.5
 Golf,2019,17591.0,Semi-Auto,4987,Petrol,145,47.1,1.5
 Golf,2017,15291.0,Manual,28275,Diesel,20,67.3,2.0
 Golf,2017,20751.0,Semi-Auto,20168,Petrol,200,39.8,2.0
 Golf,2015,10995.0,Manual,31483,Petrol,30,53.3,1.4
 Golf,2017,19320.0,Manual,21465,Petrol,145,43.5,2.0
 Golf,2014,12340.0,Manual,50618,Diesel,20,67.3,2.0
 Golf,2014,13270.0,Semi-Auto,45064,Diesel,30,62.8,2.0
 Golf,2018,13590.0,Manual,28993,Diesel,150,57.7,1.6
 Golf,2017,19152.0,Semi-Auto,21235,Diesel,30,62.8,2.0
 Golf,2018,14791.0,Manual,28212,Diesel,150,61.4,1.6
 Golf,2019,20400.0,Semi-Auto,6212,Petrol,145,45.6,1.5
 Golf,2019,20000.0,Automatic,4050,Petrol,145,45.6,1.5
 Golf,2016,10991.0,Manual,52223,Petrol,30,53.3,1.4
 Golf,2016,12995.0,Manual,37484,Diesel,20,67.3,2.0
 Golf,2017,13995.0,Semi-Auto,17500,Petrol,150,55.4,1.4
 Golf,2020,19995.0,Manual,500,Petrol,145,46.3,1.5
 Golf,2017,14995.0,Manual,17964,Petrol,145,54.3,1.4
 Golf,2017,12495.0,Manual,24000,Diesel,20,68.9,2.0
 Golf,2016,11995.0,Manual,25552,Diesel,0,74.3,1.6
 Golf,2019,20985.0,Semi-Auto,10339,Diesel,145,52.3,2.0
 Golf,2019,20386.0,Automatic,4087,Diesel,145,52.3,2.0
 Golf,2019,18683.0,Manual,7681,Petrol,145,45.6,1.5
 Golf,2016,19495.0,Manual,29950,Petrol,200,39.8,2.0
 Golf,2016,15795.0,Manual,32851,Diesel,20,67.3,2.0
 Golf,2019,28995.0,Automatic,3500,Petrol,145,37.7,2.0
 Golf,2019,18500.0,Manual,5999,Petrol,145,49.6,1.5
 Golf,2019,18495.0,Manual,3652,Petrol,145,45.6,1.5
 Golf,2017,11995.0,Manual,51953,Diesel,145,61.4,1.6
 Golf,2020,23195.0,Semi-Auto,246,Petrol,145,43.5,1.5
 Golf,2020,21995.0,Manual,1500,Petrol,145,45.6,1.5
 Golf,2016,12995.0,Manual,15876,Petrol,30,53.3,1.4
 Golf,2018,23495.0,Semi-Auto,27584,Hybrid,135,156.9,1.4
 Golf,2019,34995.0,Semi-Auto,2780,Petrol,145,32.8,2.0
 Golf,2019,16995.0,Semi-Auto,4809,Diesel,145,54.3,1.6
 Golf,2018,19995.0,Manual,21317,Diesel,145,60.1,2.0
 Golf,2019,17395.0,Manual,4398,Diesel,145,55.4,1.6
 Golf,2017,13995.0,Manual,15485,Petrol,30,53.3,1.4
 Golf,2015,12495.0,Manual,17890,Petrol,30,53.3,1.4
 Golf,2016,17995.0,Semi-Auto,31000,Petrol,160,44.1,2.0
 Golf,2017,16491.0,Manual,20662,Petrol,20,60.1,1.4
 Golf,2017,13991.0,Manual,12746,Petrol,30,54.3,1.4
 Golf,2013,9491.0,Manual,26995,Petrol,125,53.3,1.4
 Golf,2016,10972.0,Manual,34013,Diesel,0,74.3,1.6
 Golf,2019,18794.0,Manual,7201,Petrol,145,45.6,1.5
 Golf,2019,21296.0,Semi-Auto,7390,Diesel,145,52.3,2.0
 Golf,2016,11992.0,Semi-Auto,36312,Diesel,20,58.9,1.6
 Golf,2015,15870.0,Semi-Auto,32025,Hybrid,0,188.3,1.4
 Golf,2016,11995.0,Manual,35350,Petrol,30,53.3,1.4
 Golf,2016,14995.0,Semi-Auto,56683,Diesel,30,62.8,2.0
 Golf,2015,14995.0,Manual,45000,Diesel,20,67.3,2.0
 Golf,2015,12995.0,Manual,66000,Diesel,20,67.3,2.0
 Golf,2015,13495.0,Manual,55945,Diesel,20,67.3,2.0
 Golf,2019,16232.0,Manual,10116,Diesel,145,57.7,1.6
 Golf,2016,17995.0,Manual,11991,Diesel,20,67.3,2.0
 Golf,2016,16998.0,Semi-Auto,43536,Hybrid,0,188.3,1.4
 Golf,2019,17295.0,Manual,10206,Petrol,145,47.1,1.5
 Golf,2019,23995.0,Semi-Auto,11464,Diesel,145,49.6,2.0
 Golf,2019,26491.0,Semi-Auto,6096,Petrol,145,37.7,2.0
 Golf,2017,13995.0,Manual,28000,Petrol,150,54.3,1.4
 Golf,2017,13698.0,Manual,1081,Petrol,30,53.3,1.4
 Golf,2019,17498.0,Manual,5937,Petrol,145,47.1,1.5
 Golf,2017,21500.0,Manual,13677,Petrol,205,39.8,2.0
 Golf,2020,23995.0,Semi-Auto,1000,Petrol,145,43.5,1.5
 Golf,2019,21998.0,Semi-Auto,8,Diesel,145,54.3,1.6
 Golf,2018,16995.0,Manual,12521,Petrol,145,58.9,1.5
 Golf,2018,25500.0,Semi-Auto,10200,Petrol,145,39.8,2.0
 Golf,2016,21498.0,Manual,12815,Petrol,200,39.8,2.0
 Golf,2018,19998.0,Manual,20593,Petrol,145,44.1,2.0
 Golf,2019,17298.0,Manual,8452,Petrol,145,47.1,1.5
 Golf,2019,17298.0,Manual,9205,Petrol,145,47.1,1.5
 Golf,2019,17298.0,Manual,4796,Petrol,145,47.1,1.5
 Golf,2019,17298.0,Manual,5045,Petrol,145,47.1,1.5
 Golf,2016,18998.0,Manual,25782,Petrol,200,39.8,2.0
 Golf,2016,14995.0,Manual,52588,Diesel,20,67.3,2.0
 Golf,2013,6995.0,Manual,66205,Petrol,30,57.6,1.2
 Golf,2014,11250.0,Semi-Auto,17200,Petrol,30,56.5,1.4
 Golf,2014,7998.0,Semi-Auto,73293,Diesel,20,65.7,1.6
 Golf,2016,16494.0,Semi-Auto,38576,Diesel,30,62.8,2.0
 Golf,2019,17299.0,Manual,11000,Petrol,150,47.1,1.5
 Golf,2018,14491.0,Manual,17080,Petrol,145,58.9,1.5
 Golf,2019,16999.0,Automatic,13997,Petrol,145,47.1,1.5
 Golf,2019,17499.0,Manual,6761,Petrol,145,47.1,1.5
 Golf,2019,17499.0,Manual,8755,Petrol,145,47.1,1.5
 Golf,2018,13941.0,Manual,19642,Petrol,145,54.3,1.4
 Golf,2018,14782.0,Manual,18562,Diesel,145,57.7,1.6
 Golf,2016,14300.0,Manual,59408,Diesel,20,67.3,2.0
 Golf,2017,14500.0,Manual,62465,Diesel,20,67.3,2.0
 Golf,2017,19495.0,Semi-Auto,37225,Hybrid,135,156.9,1.4
 Golf,2018,15940.0,Semi-Auto,13388,Diesel,145,72.4,1.6
 Golf,2018,14499.0,Manual,22025,Petrol,150,58.9,1.5
 Golf,2018,12590.0,Manual,27260,Petrol,145,58.9,1.0
 Golf,2019,16994.0,Manual,4388,Diesel,145,57.7,1.6
 Golf,2019,17195.0,Manual,46,Diesel,145,57.7,1.6
 Golf,2016,17891.0,Manual,19194,Petrol,145,47.1,2.0
 Golf,2016,16940.0,Manual,27702,Diesel,20,67.3,2.0
 Golf,2016,16990.0,Manual,16662,Diesel,20,67.3,2.0
 Golf,2016,12360.0,Manual,13570,Petrol,30,53.3,1.4
 Golf,2017,17090.0,Manual,26120,Petrol,145,47.1,2.0
 Golf,2015,9730.0,Semi-Auto,62920,Petrol,30,56.5,1.4
 Golf,2016,9940.0,Manual,57211,Diesel,0,74.3,1.6
 Golf,2016,19741.0,Semi-Auto,28774,Petrol,200,40.4,2.0
 Golf,2019,19990.0,Semi-Auto,3588,Diesel,145,52.3,2.0
 Golf,2019,17643.0,Manual,3922,Petrol,145,49.6,1.0
 Golf,2019,16994.0,Manual,4996,Petrol,145,49.6,1.0
 Golf,2019,19441.0,Semi-Auto,5224,Diesel,145,52.3,2.0
 Golf,2017,12940.0,Manual,13116,Petrol,145,58.9,1.0
 Golf,2019,24791.0,Manual,2388,Petrol,145,37.2,2.0
 Golf,2018,14999.0,Manual,36757,Petrol,145,58.9,1.5
 Golf,2015,9450.0,Manual,50341,Diesel,20,68.9,2.0
 Golf,2017,18290.0,Manual,20882,Diesel,145,60.1,2.0
 Golf,2016,18640.0,Manual,11882,Petrol,145,47.1,2.0
 Golf,2017,13790.0,Semi-Auto,22992,Petrol,30,53.3,1.4
 Golf,2014,9999.0,Manual,38995,Petrol,30,53.3,1.4
 Golf,2019,17492.0,Manual,2582,Petrol,145,47.1,1.5
 Golf,2017,13340.0,Semi-Auto,38404,Petrol,150,55.4,1.4
 Golf,2016,22290.0,Semi-Auto,28421,Petrol,205,39.8,2.0
 Golf,2016,16990.0,Manual,25499,Diesel,20,67.3,2.0
 Golf,2020,19990.0,Manual,2500,Diesel,145,57.7,1.6
 Golf,2017,14700.0,Manual,10280,Petrol,30,53.3,1.4
 Golf,2019,16690.0,Semi-Auto,4998,Petrol,150,45.6,1.0
 Golf,2020,32300.0,Semi-Auto,3000,Petrol,145,37.7,2.0
 Golf,2015,13800.0,Semi-Auto,19494,Petrol,30,60.1,1.4
 Golf,2017,19500.0,Manual,8100,Petrol,145,44.1,2.0
 Golf,2017,12790.0,Manual,32074,Diesel,150,61.4,1.6
 Golf,2016,12450.0,Manual,26000,Petrol,30,53.3,1.4
 Golf,2017,12690.0,Manual,28772,Petrol,145,54.3,1.4
 Golf,2019,25500.0,Automatic,7234,Petrol,145,44.8,2.0
 Golf,2017,18490.0,Automatic,6230,Petrol,20,60.1,1.4
 Golf,2020,19990.0,Manual,2000,Diesel,145,57.7,1.6
 Golf,2017,13990.0,Semi-Auto,30000,Diesel,20,68.9,1.4
 Golf,2017,13500.0,Manual,14419,Petrol,30,53.3,1.4
 Golf,2018,20392.0,Semi-Auto,27788,Diesel,145,57.7,2.0
 Golf,2016,11340.0,Manual,46988,Petrol,30,53.3,1.4
 Golf,2017,19300.0,Manual,19211,Diesel,145,60.1,2.0
 Golf,2019,25200.0,Semi-Auto,10313,Petrol,145,37.7,2.0
 Golf,2016,15990.0,Manual,28584,Diesel,20,67.3,2.0
 Golf,2019,22250.0,Semi-Auto,4061,Petrol,145,44.1,1.5
 Golf,2017,13800.0,Manual,10600,Petrol,30,54.3,1.4
 Golf,2018,13100.0,Manual,37468,Diesel,145,61.4,1.6
 Golf,2015,10290.0,Manual,34600,Petrol,30,53.3,1.4
 Golf,2017,13990.0,Manual,11086,Petrol,30,54.3,1.4
 Golf,2017,13990.0,Manual,12661,Diesel,0,74.3,1.6
 Golf,2017,13990.0,Manual,9500,Petrol,150,54.3,1.4
 Golf,2013,9990.0,Manual,58518,Petrol,30,58.9,1.4
 Golf,2019,16093.0,Manual,4588,Diesel,145,57.7,1.6
 Golf,2019,15891.0,Manual,9898,Petrol,145,47.1,1.5
 Golf,2016,12391.0,Manual,19404,Petrol,30,53.3,1.4
 Golf,2015,10182.0,Manual,38514,Petrol,30,53.3,1.4
 Golf,2019,19691.0,Manual,5185,Petrol,145,47.1,1.5
 Golf,2019,19691.0,Manual,9348,Petrol,145,47.1,1.5
 Golf,2016,12990.0,Manual,10700,Petrol,30,53.3,1.4
