"TransactionID","CustomerID","CustomerDOB","CustGender","CustLocation","CustAccountBalance","TransactionDate","TransactionTime","TransactionAmount (INR)"
"T11731","C6396649","18/10/81","M","NAGPUR","267018.19","27/9/16","154436","196"
"T11732","C4821888","8/6/87","F","GURGAON","574.69","27/9/16","152439","4900"
"T11733","C1431662","2/7/86","M","HALOL","17830.74","27/9/16","152440","131"
"T11734","C6342913","1/4/85","M","NEW DELHI","149761.4","27/9/16","152542","331"
"T11735","C6131341","27/6/84","M","BANGALORE","3959.43","27/9/16","151040","249"
"T11736","C1622452","21/6/90","F","MEERUT","40374.2","22/9/16","114021","490.6"
"T11737","C2537045","10/5/86","F","DARJEELING","6486.4","22/9/16","110341","5350"
"T11738","C3918954","16/7/80","M","NEW DELHI","154525.88","27/9/16","163347","100"
"T11739","C1115054","11/2/82","M","MUMBAI","37371.4","27/9/16","175405","2359"
"T11740","C8423986","3/5/87","M","EAST MUMBAI","521.05","27/9/16","175654","1630"
"T11741","C7718322","4/5/84","F","NEW DELHI","42307.42","27/9/16","175443","3709"
"T11742","C3836875","24/6/87","M","MUPPALLA GUNTUR","6209.42","27/9/16","174254","1512.9"
"T11743","C4520033","1/7/90","M","GHAZIABAD","46276.5","22/9/16","121728","1771.75"
"T11744","C7928366","1/11/96","M","DELHI","26573.03","22/9/16","122015","419"
"T11745","C1416479","24/7/88","M","NOIDA","10585.35","22/9/16","122015","2200"
"T11746","C6120227","1/1/1800","M","NEW DELHI","50568.07","22/9/16","122250","1970"
"T11747","C5616431","1/1/92","M","HATHRAS","5783.92","22/9/16","122252","20"
"T11748","C4037363","18/1/86","M","NAVI MUMBAI","11855.03","27/9/16","175645","401"
"T11749","C8719054","12/9/95","M","GURGAON","","27/9/16","155415","78.4"
"T11750","C2025119","20/9/96","M","YAMUNANAGAR","29064.51","22/9/16","113040","699"
"T11751","C8616612","24/12/70","M","AJMER","104676.54","22/9/16","112155","150"
"T11752","C6038345","8/8/80","F","NEW DELHI","52597.49","27/9/16","164302","650"
"T11753","C1350888","29/3/78","F","NAGPUR","74980.59","27/9/16","174531","500"
"T11754","C7045531","19/3/90","M","HYDERABAD","27.79","27/9/16","160404","100"
"T11755","C4117138","1/4/79","M","RANCHI","9773.47","27/9/16","160002","700"
"T11756","C8235643","29/7/91","M","DELHI","35697.9","27/9/16","173802","1010"
"T11757","C4221680","1/1/1800","M","GURGAON","83438.95","27/9/16","174042","296"
"T11758","C3021014","3/6/49","M","NEW DELHI","59991.58","27/9/16","170734","725"
"T11759","C7138152","26/1/78","F","MOHALI","28012.04","27/9/16","170841","73"
"T11760","C6020857","1/11/52","F","BANGALORE","26895.07","27/9/16","151600","35"
"T11761","C1838718","7/1/88","M","DELHI","13014.55","27/9/16","151900","1625.15"
"T11762","C3112451","27/9/94","F","BANGALORE","12144.58","27/9/16","151901","3223"
"T11763","C5042964","4/1/93","F","MANDI","7675.15","27/9/16","151907","25"
"T11764","C6651915","25/9/90","M","BHILAI","53598.54","27/9/16","152210","2415"
"T11765","C8324817","18/7/87","M","NADIA","408.63","27/9/16","153741","11999"
"T11766","C7245287","26/11/85","M","BANGALORE","47710.73","27/9/16","152055","1150"
"T11767","C3023473","30/10/89","M","NEW DELHI","3870.67","25/9/16","230347","700"
"T11768","C7216457","25/1/95","M","MUMBAI","1840.09","25/9/16","132412","50"
"T11769","C8014864","20/12/91","M","ACADEMY SAMASTIPUR","546.29","25/9/16","234848","120"
"T11770","C2120655","1/5/91","M","KURNOOL","3512.84","25/9/16","220302","500"
"T11771","C4771930","1/1/1800","M","KOLKATA","19349.07","25/9/16","213558","55"
"T11772","C2435721","5/8/86","M","NEW DELHI","775.86","25/9/16","214946","410"
"T11773","C2935781","4/9/80","M","SRIPERUMBUDUR","595.02","25/9/16","213639","1116"
"T11774","C3013171","10/10/92","M","MUMBAI","73008.28","25/9/16","214123","300"
"T11775","C8628311","19/9/93","M","JAMNAGAR","17600.39","25/9/16","214128","100"
"T11776","C5617820","7/6/79","M","MUMBAI","15180.75","25/9/16","214604","158"
"T11777","C1033876","15/6/89","F","CHENNAI","6617.34","25/9/16","210340","3394"
"T11778","C6026933","21/8/89","M","HYDERABAD","65271.13","25/9/16","212424","455"
"T11779","C4242325","14/2/93","F","GURGAON","9624.71","27/9/16","153753","75"
"T11780","C3326254","12/11/88","M","KANPUR","1179.08","27/9/16","153419","410"
"T11781","C8033142","27/12/89","M","NEW DELHI","1901.91","25/9/16","213211","1000"
"T11782","C3423140","26/8/81","M","GHAZIABAD","66852.55","25/9/16","212856","1130"
"T11783","C7340164","29/4/82","M","MUMBAI","30861.81","25/9/16","213158","1000"
"T11784","C8322960","31/5/84","F","THANE","1021.96","25/9/16","213221","260"
"T11785","C6434776","20/3/90","M","DEORIA","5243.32","25/9/16","213426","150"
"T11786","C1834419","23/3/84","F","DELHI","21452.93","25/9/16","213845","3400"
"T11787","C8212690","3/10/89","F","PUNE","10314.41","26/9/16","212511","1892.51"
"T11788","C3821591","1/6/81","M","AJMER","1660.57","26/9/16","211910","273"
"T11789","C3269754","31/3/93","F","NEW DELHI","49815.4","25/9/16","215525","796"
"T11790","C7016980","1/1/86","M","DELHI","8.93","25/9/16","215219","100"
"T11791","C1138540","16/10/84","M","MUMBAI","116079.11","25/9/16","215248","593"
"T11792","C2512453","1/7/90","F","BANGALORE","3059.97","25/9/16","214813","798"
"T11793","C5042572","5/1/76","M","DURGAPUR","6656.47","25/9/16","214815","600"
"T11794","C1395776","9/9/73","M","NEW DELHI","3802.8","25/9/16","214822","3576"
"T11795","C1416289","27/8/92","F","BADDI","13256.2","25/9/16","215329","259"
"T11796","C7335647","2/5/84","M","SAHARANPUR","548089.29","25/9/16","212954","64978"
"T11797","C8818165","20/5/94","M","YAMUNANAGAR","1480.62","26/9/16","215124","420"
"T11798","C8638413","14/12/88","M","KURUKSHETRA","6103.01","26/9/16","215141","150"
"T11799","C8157551","26/4/91","F","HYDERABAD","11017.94","25/9/16","205506","50"
"T11800","C5625073","10/8/86","F","BANGALORE","4284.1","25/9/16","205744","1312"
"T11801","C5620587","10/1/81","M","FLYOVER KOLKATTA","696213.72","25/9/16","210950","5992"
"T11802","C4117371","21/7/92","F","SILIGURI","15179.26","25/9/16","210951","30"
"T11803","C1850721","29/5/83","M","GURGAON","523478.93","25/9/16","211939","464.27"
"T11804","C8662419","15/3/89","M","SIMDEGA","5657.21","25/9/16","211940","384"
"T11805","C6577536","1/10/92","F","VADODARA","16937.57","27/9/16","151808","150"
"T11806","C6939587","2/2/68","F","BILASPUR","191087.97","27/9/16","151810","302"
"T11807","C6061870","7/5/92","M","SURAT","102710.93","27/9/16","151816","371"
"T11808","C3214479","1/1/1800","M","CHENNAI","27021.05","27/9/16","152100","1700"
"T11809","C6148739","21/1/67","F","NEW DELHI","298461.05","27/9/16","152119","444"
"T11810","C1916390","30/7/89","M","DHARMAPURI","2289.28","27/9/16","153020","315"
"T11811","C4216474","30/6/77","M","CHENNAI","20345.28","27/9/16","153023","595.5"
"T11812","C2037968","12/8/86","F","MUMBAI","21077.5","27/9/16","153258","904"
"T11813","C6638580","19/3/94","M","AGRA","8428.91","25/9/16","214309","600"
"T11814","C7828057","20/7/78","M","BANGALORE","262124.6","25/9/16","213857","1570"
"T11815","C1825350","1/1/1800","M","AHMEDABAD","273882.63","25/9/16","214501","3270"
"T11816","C7726017","18/6/91","M","MUMBAI","212.9","25/9/16","214555","50"
"T11817","C5810216","24/5/84","M","GURGAON","47601.3","25/9/16","212506","157.55"
"T11818","C7524567","31/8/94","F","KARIMNAGAR","25301.38","25/9/16","212521","184.37"
"T11819","C5217877","7/5/81","M","MUMBAI","36285.79","25/9/16","213810","320"
"T11820","C1524014","12/2/83","M","MARG WORLI MUMBAI","368750.81","25/9/16","213823","803"
"T11821","C8024740","4/3/87","M","VALSAD","36065.16","26/9/16","215348","147"
"T11822","C5254783","29/9/86","M","KARNAL","7243.4","26/9/16","215753","10"
"T11823","C1928167","16/11/89","M","NEW DELHI","30198.24","25/9/16","214223","2011"
"T11824","C4718350","28/4/96","F","GAUTAM BUDDHA NAGAR","19.06","25/9/16","205233","20"
"T11825","C6522574","7/10/77","F","MUMBAI","33152.28","25/9/16","112446","60"
"T11826","C5821549","29/9/79","M","SRINAGAR","16010.04","26/9/16","210339","500"
"T11827","C8142416","20/7/85","M","MUMBAI","701524.76","25/9/16","212122","1000"
"T11828","C1730929","16/11/87","F","NOIDA","28106.21","25/9/16","212218","95"
"T11829","C7622350","5/1/87","M","NEW DELHI","27.57","25/9/16","213103","20"
"T11830","C4122428","18/5/85","M","HYDERABAD","13806.62","27/9/16","153417","97"
"T11831","C1634612","20/6/87","M","NOIDA","55101.51","27/9/16","152456","172"
"T11832","C3632833","1/1/1800","F","MUMBAI","831839.84","27/9/16","152805","10022"
"T11833","C2532063","9/10/92","M","PUNE","68864.28","25/9/16","212821","2518.59"
"T11834","C2634556","10/10/84","M","CHANDIGARH","298.84","25/9/16","213555","159"
"T11835","C8030659","31/5/90","M","HOSABETTU","27811.32","25/9/16","212826","335"
"T11836","C1815181","5/3/79","M","CHENNAI","531.07","25/9/16","213157","566"
"T11837","C6514089","20/7/87","M","DEHRADUN","863.23","25/9/16","213602","85"
"T11838","C3923169","22/7/78","M","BANGALORE","79032.49","25/9/16","214028","326.95"
"T11839","C4731932","2/10/86","F","MANGALORE","85249.5","25/9/16","213206","1245"
"T11840","C7238218","3/4/90","F","PUNE","25159.54","25/9/16","212813","240"
"T11841","C1024352","25/4/89","M","CHENNAI","72336.07","25/9/16","205428","510.99"
"T11842","C5869555","22/9/87","M","PUNE","3415.8","25/9/16","205447","460"
"T11843","C1460525","20/2/84","F","BANGALORE","102636.44","25/9/16","205328","319"
"T11844","C5925262","10/2/91","M","NEW DELHI","1005.1","25/9/16","205544","130"
"T11845","C8233762","3/7/79","F","JAMSHEDPUR","8557.83","25/9/16","205256","255"
"T11846","C7247926","8/8/79","M","NAVI MUMBAI","12230.44","25/9/16","211342","358"
"T11847","C3426089","24/6/79","M","CUTTACK","22181.69","25/9/16","211551","228.01"
"T11848","C3513246","6/8/81","F","NEW DELHI","153578.11","25/9/16","212138","699.01"
"T11849","C7113547","13/7/94","M","NALGONDA","14056.8","25/9/16","212135","154"
"T11850","C7333976","26/9/82","M","GURGAON","21555.82","26/9/16","210340","835"
"T11851","C1936091","1/2/74","M","BANGALORE","2772.79","27/9/16","152136","400"
"T11852","C6613767","12/9/92","M","ZIRAKPUR","14856.51","27/9/16","152202","80"
"T11853","C5114323","20/12/93","M","BANGALORE","8961.86","27/9/16","152512","251"
"T11854","C6014042","26/10/90","M","ALWAR","49862.78","27/9/16","152206","7885"
"T11855","C8065245","10/4/71","M","GHAZIABAD","218931.66","27/9/16","152224","2037.69"
"T11856","C3586733","16/7/68","F","RANGA REDDY","41890.33","25/9/16","213151","530"
"T11857","C1715623","15/8/77","M","MUMBAI","15144.51","25/9/16","213154","495"
"T11858","C6022115","16/4/85","M","JAMSHEDPUR","45012.95","25/9/16","213209","366"
"T11859","C2130013","12/1/88","M","RAIPUR","339.05","25/9/16","213223","50"
"T11860","C2222290","8/5/68","M","DELHI","30456.21","25/9/16","160431","374.44"
"T11861","C1118346","21/5/84","F","CHENNAI","5276.3","25/9/16","213432","70"
"T11862","C1830067","29/6/94","F","KOLKATA","4356.06","25/9/16","213852","340"
"T11863","C4635785","6/3/77","M","PINJORE","8963.78","26/9/16","213601","500"
"T11864","C8425259","25/7/94","M","JAIPUR","4063.87","25/9/16","210519","50"
"T11865","C2849936","nan","M","VIJAYAWADA","29201.58","25/9/16","214444","4306"
"T11866","C2016783","15/3/76","M","DEHRADUN","331.35","25/9/16","212345","2065.42"
"T11867","C2627475","20/3/92","F","KOLKATA","23016.13","25/9/16","205230","500"
"T11868","C6616146","17/6/79","M","PUNE","30128.17","25/9/16","205231","200"
"T11869","C5033884","20/5/81","M","RUDRAPUR","31464.65","26/9/16","212623","4000"
"T11870","C7711459","6/4/94","F","HYDERABAD","23327.36","27/9/16","175045","50"
"T11871","C3118924","16/2/76","M","ITARSI","459.41","25/9/16","213609","2198"
"T11872","C1423772","11/1/88","F","NEW DELHI","227.76","25/9/16","214013","94.8"
"T11873","C6221726","13/6/78","M","MUMBAI","40912.1","25/9/16","214023","267"
"T11874","C4040251","15/3/79","M","NEW DELHI","207901.25","25/9/16","205439","3000"
"T11875","C7746433","19/8/92","M","BANGALORE","14104.61","25/9/16","205244","95"
"T11876","C4110880","30/1/87","M","AGRA","433646.42","25/9/16","205748","1692"
"T11877","C7124539","2/9/91","F","LUCKNOW","2417.25","25/9/16","210052","379"
"T11878","C7940556","16/7/93","M","NOIDA","3309.12","25/9/16","210105","100"
"T11879","C1511763","18/3/84","M","CHENNAI","30886.74","25/9/16","210103","2000"
"T11880","C2211678","18/6/95","M","MYLAVARAM","15340.78","25/9/16","220741","188"
"T11881","C1268658","8/10/87","M","NASHIK","2086.64","25/9/16","220808","61"
"T11882","C1015447","11/10/91","M","HOSPITAL BANGALORE","17933.33","25/9/16","210242","572"
"T11883","C7910242","25/11/79","M","HERITAGE HYDERABAD","56850.79","25/9/16","210248","480"
"T11884","C4316991","28/11/89","M","SURAT","19804.79","25/9/16","210541","1878"
"T11885","C5216838","29/3/82","F","MUMBAI","31900.64","25/9/16","210731","521.95"
"T11886","C7432191","6/1/90","M","THANE","59822.98","26/9/16","213333","2481.8"
"T11887","C6427934","25/9/88","M","K V RANGAREDDY","601.07","27/9/16","153532","600"
"T11888","C7916076","1/1/1800","M","KANPUR","452861.35","27/9/16","153806","1150"
"T11889","C8926253","15/12/89","M","WARANGAL","5073.92","27/9/16","171336","50"
"T11890","C7817525","21/5/81","M","MUMBAI","89255.67","25/9/16","220145","420"
"T11891","C3133687","12/5/83","F","BANGALORE","57701.98","25/9/16","220200","700"
"T11892","C4640858","6/7/83","M","THIRUVANANTHAPURAM","107304.47","25/9/16","214629","370"
"T11893","C7322816","1/1/1800","M","MUMBAI","105876.03","25/9/16","214631","639"
"T11894","C1016718","16/9/82","F","MUMBAI","43389.46","25/9/16","214651","570"
"T11895","C9046112","20/9/84","M","BANGALORE","355.34","25/9/16","215157","280"
"T11896","C3342070","21/5/93","F","BANGALORE","16078.97","25/9/16","215930","25"
"T11897","C5644925","19/12/90","F","AMRITSAR","182.81","25/9/16","215705","1710"
"T11898","C8532954","1/10/96","M","DELHI","5943.16","25/9/16","220440","20"
"T11899","C6641423","3/5/84","M","NEW DELHI","18593.7","25/9/16","205128","933"
"T11900","C8126262","2/11/85","M","CHENNAI","1916.84","25/9/16","205409","500"
"T11901","C7577863","19/6/89","M","AMBALA CANTT","6845.78","25/9/16","210419","50"
"T11902","C8225571","2/1/89","M","BHILAI","119.14","25/9/16","212127","100"
"T11903","C4613372","1/1/1800","M","BANGALORE","62.53","25/9/16","212132","5422.5"
"T11904","C6936567","27/11/89","M","REWARI","54454.87","26/9/16","210606","649"
"T11905","C6836911","22/10/82","M","GURGAON","1147167.19","25/9/16","210614","749"
"T11906","C6010986","26/11/83","M","NAVI MUMBAI","12715.32","25/9/16","210741","246"
"T11907","C2520132","1/8/82","M","NOIDA","262.14","26/9/16","214506","1654"
"T11908","C1718990","23/11/74","M","ANDHERI E MUMBAI","11937.75","26/9/16","214516","356"
"T11909","C2723691","15/10/94","F","KHAMMAM","4612.12","26/9/16","214030","900"
"T11910","C2417676","10/2/89","M","ANDHERI WEST MUMBAI","14.26","27/9/16","152256","39"
"T11911","C1636573","4/4/83","M","NEW DELHI","31704.52","27/9/16","152549","156"
"T11912","C4441721","12/9/90","F","GURGAON","159835.47","27/9/16","171437","1164.87"
"T11913","C2935872","9/11/88","M","MARG LOWER PAREL MUMBAI","8759.41","27/9/16","171438","320"
"T11914","C7974778","1/9/80","M","MUMBAI","10181.07","25/9/16","220437","370"
"T11915","C5616120","17/6/79","M","PUNE","30128.17","25/9/16","220721","89.7"
"T11916","C2424611","4/7/80","M","NEW DELHI","287731.64","25/9/16","220728","4091"
"T11917","C8328427","19/2/91","F","DELHI","72522.58","25/9/16","214751","950"
"T11918","C2821384","18/6/93","M","NEW DELHI","120203.16","25/9/16","214756","657"
"T11919","C7054178","4/4/89","M","CHANDIGARH","5774.34","25/9/16","215559","1872"
"T11920","C2542615","2/4/89","M","MUMBAI","125766.71","26/9/16","210255","1200"
"T11921","C6428058","18/8/93","F","MUMBAI","11.64","25/9/16","205236","696"
"T11922","C6532346","9/6/92","M","NOIDA","1587.78","25/9/16","205237","6029"
"T11923","C8431626","12/8/94","M","RUDRAPUR","988.39","25/9/16","205252","24"
"T11924","C4442028","8/8/89","M","PATIALA","10766.01","25/9/16","210101","1051"
"T11925","C4928133","6/12/89","M","RAJAHMUNDRY","2135.46","26/9/16","215113","69"
"T11926","C3530247","9/5/86","M","DEHRADUN","757839.54","27/9/16","154921","53"
"T11927","C6640969","15/6/88","M","CHENNAI","3954.42","22/9/16","122422","50"
"T11928","C8911143","31/7/88","M","BANGALORE","13022.61","22/9/16","122427","467.51"
"T11929","C6213877","16/7/90","M","HYDERABAD","2925.78","22/9/16","122553","38"
"T11930","C1727843","19/8/94","M","NEW DELHI","5958.67","22/9/16","121527","200"
"T11931","C5437876","1/1/87","M","CHHINDWARA","11671.99","22/9/16","122302","606.9"
"T11932","C1845775","1/12/89","M","KOLKATA","3819.09","22/9/16","122644","160"
"T11933","C7266829","22/6/88","M","SILIGURI","17602.11","27/9/16","164103","20"
"T11934","C6680162","16/6/62","M","RUWI","78.92","27/9/16","163455","435"
"T11935","C6236164","23/7/88","F","NEW DELHI","40935.19","27/9/16","160214","267.31"
"T11936","C3134220","28/4/83","M","MUMBAI","55954.54","27/9/16","155143","815"
"T11937","C8828049","20/10/93","F","MUMBAI","53642.82","27/9/16","154124","12570.05"
"T11938","C2140433","5/3/92","M","KANNAUJ","198.98","27/9/16","154124","99"
"T11939","C5849854","3/7/86","F","NAVI MUMBAI","118210.48","27/9/16","160326","191"
"T11940","C2729254","7/8/74","F","FARIDABAD","12966.83","22/9/16","123026","900"
"T11941","C7319212","26/7/80","F","GHAZIABAD","6576.45","27/9/16","162840","522"
"T11942","C8636943","18/5/91","M","EXCOM HOUSE MUMBAI","32632.17","27/9/16","162502","425"
"T11943","C4153774","6/8/85","M","NOIDA","91859.49","27/9/16","154258","400"
"T11944","C4711418","27/12/88","M","JAIPUR","82.11","27/9/16","180353","150"
"T11945","C4331857","6/10/87","M","DOHA","204979.59","27/9/16","180358","999"
"T11946","C4595567","12/7/55","M","NAVSARI","127884.18","27/9/16","63919","65"
"T11947","C7241151","5/10/86","F","NEW DELHI","9339.83","27/9/16","160919","455"
"T11948","C3125556","22/1/96","M","VISAKHAPATNAM","4006.02","27/9/16","160934","1714.62"
"T11949","C4789047","25/5/91","M","GWALIOR","33386.59","27/9/16","160407","980"
"T11950","C6814414","1/1/1800","M","CHENNAI","27021.05","27/9/16","152150","1700"
"T11951","C8215472","10/8/82","M","GHAZIABAD","536.44","27/9/16","154623","50"
"T11952","C2615447","23/5/69","M","MUMABI","1959825.73","27/9/16","155205","5800"
"T11953","C5620434","16/6/60","F","BANGALORE","44975.86","27/9/16","155231","559.84"
"T11954","C4417562","30/1/93","M","MUMBAI","6068.61","27/9/16","180947","484"
"T11955","C1220577","2/1/70","F","DELHI","66584.06","22/9/16","124615","559.52"
"T11956","C4861649","6/1/94","M","NEW DELHI","568.33","22/9/16","124615","10"
"T11957","C2032174","9/1/89","M","NOIDA","4177.45","27/9/16","175853","44"
"T11958","C5247244","27/7/96","M","CHHINDWARA","16766.97","27/9/16","161227","649"
"T11959","C5735460","8/4/80","M","GANDHINAGAR","54661.44","27/9/16","174718","1251"
"T11960","C2435765","7/3/92","M","PUNE","8136.08","27/9/16","180453","2997"
"T11961","C7888678","30/3/85","M","FEROZEPUR CANTT","27934.58","27/9/16","161030","1000"
"T11962","C1829533","27/9/91","M","NEW DELHI","12443.06","27/9/16","151346","100"
"T11963","C3516792","1/6/95","F","MANDYA","18.17","27/9/16","175431","30"
"T11964","C2519221","26/5/83","M","KALYAN","6520.75","27/9/16","175521","1000"
"T11965","C4521751","23/7/46","M","NEW DELHI","120043.96","22/9/16","124257","223"
"T11966","C6038044","1/1/1800","F","MUMBAI","82307.07","22/9/16","121122","1133"
"T11967","C4142761","4/9/80","M","NAGPUR","382.46","22/9/16","121124","200"
"T11968","C5978870","7/11/89","M","BANGALORE","5098.7","22/9/16","120411","3212"
"T11969","C6627370","10/7/86","M","SOUTH 24 PARGANAS","32594.1","27/9/16","164000","100"
"T11970","C3481859","24/9/87","M","NEW DELHI","2374.22","27/9/16","174332","200"
"T11971","C9018452","16/5/87","M","BANGALORE","46291.99","27/9/16","174337","313"
"T11972","C7022356","5/1/87","M","NEW DELHI","27.57","27/9/16","174431","20"
"T11973","C2034633","25/4/89","F","NEW DELHI","722.76","27/9/16","161010","900"
"T11974","C7419373","19/9/89","M","NEW DELHI","6947.63","27/9/16","173621","611"
"T11975","C3719176","13/9/92","F","BANGALORE","82391.18","27/9/16","173623","4390.02"
"T11976","C3075912","16/9/84","M","BIJNOR","4417.01","27/9/16","152428","50"
"T11977","C2713273","8/5/90","F","ANANTAPUR","30682.59","27/9/16","152430","2243"
"T11978","C8788965","24/7/65","F","MIRA RD","14819.66","27/9/16","174625","44"
"T11979","C6335730","5/8/86","M","NEW DELHI","775.86","22/9/16","124337","204"
"T11980","C6022221","19/7/84","M","HYDERABAD","6004.6","22/9/16","113723","683"
"T11981","C1324874","17/4/94","F","KOCHI","14135.8","22/9/16","113547","2020"
"T11982","C5817754","27/2/72","M","PUNE","56579.85","27/9/16","163719","96"
"T11983","C8212816","8/11/90","M","BAPAT MARG LOWER PAREL WEST MUMBAI","1642.76","27/9/16","163828","1149.5"
"T11984","C8635068","20/12/85","M","CHENNAI","103428","27/9/16","163828","3240"
"T11985","C8426186","15/5/77","M","REWARI (HARYANA)","19906.97","27/9/16","163712","50"
"T11986","C8235923","29/11/90","M","SAHARANPUR","182343.31","27/9/16","173949","288"
"T11987","C2061535","4/5/87","F","SILVASSA","51720.06","27/9/16","81210","60"
"T11988","C1835231","29/10/78","F","PUNE","24820.36","27/9/16","175118","609"
"T11989","C3117713","1/11/89","M","NAVI MUMBAI","7280.5","27/9/16","160011","451"
"T11990","C6213125","3/7/76","F","BANGALORE","51114.39","27/9/16","174004","1750"
"T11991","C2338424","4/6/78","M","DELHI","1684.82","27/9/16","175626","489"
"T11992","C1218815","5/1/87","F","KANCHIPURAM","2038.49","27/9/16","175633","142"
"T11993","C4717169","9/10/79","M","PUNE","8390.73","27/9/16","82634","1.3"
"T11994","C4831628","21/4/93","M","GURGAON","20100.3","27/9/16","151631","700"
"T11995","C3718265","3/7/73","M","CHENNAI","235.37","27/9/16","180011","102"
"T11996","C8837285","21/2/95","F","PATIALA","1906","22/9/16","140433","1710"
"T11997","C3726618","1/10/79","F","DELHI","290318.64","22/9/16","133510","554"
"T11998","C5426545","12/12/91","F","RANCHI","38098.53","27/9/16","172755","1120.5"
"T11999","C3424147","1/1/1800","F","PANCHKULA","77882.82","27/9/16","172757","2000"
"T12000","C2942842","25/8/76","M","DELHI","169.67","27/9/16","174219","500"
"T12001","C2830039","9/7/96","M","GHAZIABAD","24.03","27/9/16","174241","2000.2"
"T12002","C3729351","6/1/92","M","DELHI","4161.32","27/9/16","171610","560"
"T12003","C2917876","2/7/67","M","GURGAON","23760.65","22/9/16","133933","300"
"T12004","C2724748","3/6/88","F","HYDERABAD","27.16","22/9/16","132854","251"
"T12005","C7823968","6/7/82","M","WARANGAL","70.33","22/9/16","132249","228"
"T12006","C7439178","18/5/89","M","HOSUR","5813.3","22/9/16","131922","99"
"T12007","C3142576","nan","M","NEW DELHI","1290777.41","27/9/16","172226","10754"
"T12008","C7719751","5/8/79","F","MUMBAI","2071.14","27/9/16","172614","500"
"T12009","C2231791","27/7/89","F","HYDERABAD PATNAM","20595.56","27/9/16","173342","200"
"T12010","C8030235","8/5/89","M","MADURAI","5047.75","27/9/16","180102","315"
"T12011","C6218064","28/7/86","M","MALLESWARAM WEST BANGALORE","361952.14","27/9/16","172213","425"
"T12012","C4715913","12/8/81","M","BANGALORE","8209.8","27/9/16","172222","10"
"T12013","C6868588","18/12/78","F","CHENNAI","2594756.6","27/9/16","165102","7743"
"T12014","C5645120","30/12/93","M","NOIDA","16.37","27/9/16","165424","250"
"T12015","C4526970","6/6/92","M","MADURAI","1202.78","27/9/16","165725","360"
"T12016","C2613569","16/4/92","M","CUTTACK","1067.23","27/9/16","165726","114"
"T12017","C1423367","10/8/83","M","BETUL","1849.82","27/9/16","165724","300"
"T12018","C6080140","1/1/95","F","NOIDA","995.72","27/9/16","175357","10"
"T12019","C7930053","30/1/93","M","DELHI","1860","27/9/16","175446","255"
"T12020","C8714633","15/6/85","F","MUMBAI","95607.48","22/9/16","133721","3827.22"
"T12021","C6938365","5/3/94","M","BUDAUN","10919","22/9/16","133128","169"
"T12022","C5527612","6/5/88","M","GURGAON","68087.3","22/9/16","133304","100"
"T12023","C5916382","30/6/87","M","GURGAON","4955","22/9/16","133649","20"
"T12024","C7216442","1/7/63","M","BHIWADI","176.24","22/9/16","133311","100"
"T12025","C6719439","10/10/71","M","GURGAON","7689.24","22/9/16","132828","100"
"T12026","C8040012","8/11/92","M","MUMBAI","1247.42","22/9/16","132829","100"
"T12027","C7512963","17/12/88","F","BANGALORE","189.7","27/9/16","173357","100"
"T12028","C6436378","29/8/80","F","PUNE","116076.64","27/9/16","170703","210"
"T12029","C1229238","2/7/88","F","NOIDA","527685.92","27/9/16","175714","298.85"
"T12030","C1718759","1/9/84","M","NEW DELHI","150311.57","27/9/16","175715","500"
"T12031","C2623181","28/11/85","M","GURGAON","9748.12","27/9/16","170025","1800"
"T12032","C5319157","5/5/89","M","NEW DELHI","57782.24","27/9/16","164324","7898"
"T12033","C8023787","2/12/76","M","LUDHIANA","41774.65","27/9/16","165218","6860.61"
"T12034","C5317491","7/11/87","M","CHITTO0R","29629.97","22/9/16","133116","52"
"T12035","C7928413","8/3/83","M","THANE","66198.18","22/9/16","134148","100"
"T12036","C7253182","20/10/80","M","DELHI","568990.44","27/9/16","174216","299"
"T12037","C3336592","1/1/1800","M","DELHI","52209","27/9/16","170802","1226"
"T12038","C4110014","19/4/88","F","DELHI","20255.48","26/9/16","212733","606.9"
"T12039","C4641726","8/9/89","M","NOIDA","26600.13","26/9/16","211823","400"
"T12040","C8935557","9/6/85","M","YAMUNANAGAR","1340.38","26/9/16","214443","1000"
"T12041","C1593455","27/9/91","F","SUBURB BANGALORE","75126.23","26/9/16","214840","265"
"T12042","C7941659","1/9/87","M","AHMEDABAD","16382.8","26/9/16","215016","1000"
"T12043","C1238431","1/1/1800","M","RAJENDRA NGR MANDAL RD-5 HYDERABAD","211418.43","26/9/16","215217","435"
"T12044","C2063943","1/7/89","F","KURNOOL","33477.47","26/9/16","215622","120"
"T12045","C4236486","1/1/1800","M","NAVI MUMBAI","2617.95","27/9/16","171620","10000"
"T12046","C8417140","4/6/84","M","NEW DELHI","1146726.4","27/9/16","171913","74.9"
"T12047","C4620738","30/8/84","F","GURGAON","82260.85","27/9/16","173334","168"
"T12048","C2642116","3/7/85","M","BARAMATI","4178.75","27/9/16","163758","300"
"T12049","C4830752","8/4/90","F","GOREGAON (W) MUMBAI","196849.61","26/9/16","212225","250"
"T12050","C2020418","4/8/87","M","NOIDA","15219.05","26/9/16","212524","205"
"T12051","C7122549","10/6/63","M","GANGTOK","97657.66","26/9/16","212331","4399"
"T12052","C7244379","10/6/93","F","RANGAREDDY HYDERABAD","1467.06","26/9/16","212530","4000"
"T12053","C1526537","1/1/1800","M","KATEWADI","11997.25","26/9/16","212806","100"
